uid,gsdb,manufacturer,model,combustor,engine_type,bpr,opr,rated_thrust,data_status,data_superseded,superseded_uid,test_engine,icao_compliant_data,engine_status,engine_status_date,eihc_take_off,eihc_climb,eihc_approach,eihc_idle,hc_number_tests,hc_number_engines,hc_dp_foo_average,hc_dp_foo_sigma,hc_dp_foo_min,hc_dp_foo_max,hc_characteristic,hc_margin,hc_total_mass,eico_take_off,eico_climb,eico_approach,eico_idle,eico_number_tests,eico_number_engines,co_dp_foo_average,co_dp_foo_sigma,co_dp_foo_min,co_dp_foo_max,co_characteristic,co_margin,co_total_mass,einox_take_off,einox_climb,einox_approach,einox_idle,nox_number_tests,nox_number_engines,nox_dp_foo_average,nox_dp_foo_sigma,nox_dp_foo_min,nox_dp_foo_max,nox_characteristic,nox_original_margin,nox_caep2_margin,nox_caep4_margin,nox_caep6_margin,nox_caep8_margin,nox_total_mass,sn_take_off,sn_climb,sn_approach,sn_idle,sn_number_tests,sn_number_engines,sn_max,sn_sigma,sn_range_min,sn_range_max,sn_characteristic,sn_margin,fuel_specification,fuel_hc_ratio_min,fuel_hc_ratio_max,fuel_aromatic_min,fuel_aromatic_max,fuel_flow_take_off,fuel_flow_climb,fuel_flow_approach,Fuel Flow Idle (kg/sec),fuel_lto_cycle,loads_extraction,loads_extraction_power_setting,bleed_percentage,bleed_percentage_power_setting,Ambient Baro Min (kPa),Ambient Baro Max (kPa),ambiant_temperature_min,ambiant_temperature_max,ambiant_humidity_min,ambiant_humidity_max,test_organization,test_location,initial_test_date,Final Test Date,fuel_venting_compliant,Remark 1,Remark 2,Remark 3,Remark 4,Remark 5,Remark 6,Remark 7,Remark 8,engine,thrust_take_off,thrust_climb,thrust_approach,thrust_idle
01P17GE208,17.0,General Electric Company,GEnx-1B70/72/P2,TAPS,TF,8.81,43.9,321.6,C,,,NME/DTEPS,Yes,,,0.02,0.02,0.05,0.44,3.0,1.0,0.5,0.04,0.47,0.54,0.78,3.98,162.0,0.06,0.17,1.82,14.78,3.0,1.0,16.34,0.022,16.32,16.36,20.06,17.0,5256.0,34.77,20.87,11.02,4.85,3.0,1.0,39.27,0.25,39.02,39.52,45.52,35.62,44.52,48.02,52.47,58.42,12629.0,0.18,0.15,0.25,0.06,3.0,1.0,0.58,0.34,0.35,0.97,0.75,4.36,Jet A,1.89,1.89,15.4,15.4,2.504,2.042,0.654,0.213,865.0,0.0,All,0,All,98.1,98.5,295.1,298.8,0.01189,0.01439,General Electric Company,"PTO, Ohio",2012-06-19,2012-06-21,Yes,Ref. GE REPORT R2010AE907,Engine S/N 956-101/4,"Certification in accordance with Part III, Chapter 2, of Amendment 7 of ICAO Annex 16 Vol. II.","NOx levels in accordance with Part III, Chapter 2, 2.3.2 e) (CAEP/8)",,,,,,321.6,273.36,96.48,22.512000000000004
01P17GE209,17.0,General Electric Company,GEnx-1B70/75/P2,TAPS,TF,8.81,43.9,321.6,C,,,NME/DTEPS,Yes,,,0.02,0.02,0.05,0.44,3.0,1.0,0.5,0.04,0.47,0.54,0.78,3.98,162.0,0.06,0.17,1.82,14.78,3.0,1.0,16.34,0.022,16.32,16.36,20.06,17.0,5256.0,34.77,20.87,11.02,4.85,3.0,1.0,39.27,0.25,39.02,39.52,45.52,35.62,44.52,48.02,52.47,58.42,12629.0,0.18,0.15,0.25,0.06,3.0,1.0,0.58,0.34,0.35,0.97,0.75,4.36,Jet A,1.89,1.89,15.4,15.4,2.504,2.042,0.654,0.213,865.0,0.0,All,0,All,98.1,98.5,295.1,298.8,0.01189,0.01439,General Electric Company,"PTO, Ohio",2012-06-19,2012-06-21,Yes,Ref. GE REPORT R2010AE907,Engine S/N 956-101/4,"Certification in accordance with Part III, Chapter 2, of Amendment 7 of ICAO Annex 16 Vol. II.","NOx levels in accordance with Part III, Chapter 2, 2.3.2 e) (CAEP/8)",,,,,,321.6,273.36,96.48,22.512000000000004
01P17GE210,17.0,General Electric Company,GEnx-1B70/P2,TAPS,TF,8.81,43.9,321.6,C,,,NME/DTEPS,Yes,,,0.02,0.02,0.05,0.44,3.0,1.0,0.5,0.04,0.47,0.54,0.78,3.98,162.0,0.06,0.17,1.82,14.78,3.0,1.0,16.34,0.022,16.32,16.36,20.06,17.0,5256.0,34.77,20.87,11.02,4.85,3.0,1.0,39.27,0.25,39.02,39.52,45.52,35.62,44.52,48.02,52.47,58.42,12629.0,0.18,0.15,0.25,0.06,3.0,1.0,0.58,0.34,0.35,0.97,0.75,4.36,Jet A,1.89,1.89,15.4,15.4,2.504,2.042,0.654,0.213,865.0,0.0,All,0,All,98.1,98.5,295.1,298.8,0.01189,0.01439,General Electric Company,"PTO, Ohio",2012-06-19,2012-06-21,Yes,Ref. GE REPORT R2010AE907,Engine S/N 956-101/4,"Certification in accordance with Part III, Chapter 2, of Amendment 7 of ICAO Annex 16 Vol. II.","NOx levels in accordance with Part III, Chapter 2, 2.3.2 e) (CAEP/8)",,,,,,321.6,273.36,96.48,22.512000000000004
01P17GE211,17.0,General Electric Company,GEnx-1B74/75/P2,TAPS,TF,8.65,46.4,341.2,C,,,NME/DTEPS,Yes,,,0.02,0.02,0.04,0.38,3.0,1.0,0.43,0.02,0.4,0.45,0.66,3.37,145.0,0.05,0.11,1.61,13.8,3.0,1.0,14.8,0.02,14.78,14.82,18.17,15.4,5054.0,42.71,24.9,11.56,4.99,3.0,1.0,46.03,0.301,45.74,46.34,53.36,40.18,50.23,53.47,58.15,64.35,15707.0,0.2,0.16,0.37,0.07,3.0,1.0,0.58,0.34,0.35,0.97,0.75,4.44,Jet A,1.89,1.89,15.4,15.4,2.704,2.196,0.693,0.221,914.0,0.0,All,0,All,98.1,98.5,295.1,298.8,0.01189,0.01439,General Electric Company,"PTO, Ohio",2012-06-19,2012-06-21,Yes,Ref. GE REPORT R2010AE907,Engine S/N 956-101/4,"Certification in accordance with Part III, Chapter 2, of Amendment 7 of ICAO Annex 16 Vol. II.","NOx levels in accordance with Part III, Chapter 2, 2.3.2 e) (CAEP/8)",,,,,,341.2,290.02,102.36,23.884
01P17GE212,17.0,General Electric Company,GEnx-1B75/P2,TAPS,TF,8.62,47.0,345.2,C,,,NME/DTEPS,Yes,,,0.03,0.02,0.04,0.37,3.0,1.0,0.41,0.02,0.39,0.44,0.64,3.27,143.0,0.05,0.1,1.57,13.62,3.0,1.0,14.53,0.021,14.5,14.54,17.83,15.11,5014.0,44.61,25.83,11.67,5.01,3.0,1.0,47.62,0.313,47.31,4794.0,55.2,41.19,51.49,54.65,59.38,65.62,16439.0,0.2,0.16,0.4,0.07,3.0,1.0,0.58,0.34,0.35,0.97,0.75,4.45,Jet A,1.89,1.89,15.4,15.4,2.746,2.229,0.701,0.222,924.0,0.0,All,0,All,98.1,98.5,295.1,298.8,0.01189,0.01439,General Electric Company,"PTO, Ohio",2012-06-19,2012-06-21,Yes,Ref. GE REPORT R2010AE907,Engine S/N 956-101/4,"Certification in accordance with Part III, Chapter 2, of Amendment 7 of ICAO Annex 16 Vol. II.","NOx levels in accordance with Part III, Chapter 2, 2.3.2 e) (CAEP/8)",,,,,,345.2,293.41999999999996,103.55999999999999,24.164
01P17GE213,17.0,General Electric Company,GEnx-1B76/P2,TAPS,TF,8.59,47.5,349.2,C,,,NME/DTEPS,Yes,,,0.03,0.02,0.04,0.36,3.0,1.0,0.4,0.02,0.38,0.43,0.62,3.2,140.0,0.05,0.09,1.53,13.44,3.0,1.0,14.26,0.02,14.2,14.3,17.5,14.8,4980.0,46.9,26.78,11.78,5.04,3.0,1.0,49.4,0.33,49.1,49.7,57.27,42.4,53.0,56.1,60.9,67.3,17251.0,0.2,0.16,0.43,0.07,3.0,1.0,0.58,0.34,0.35,0.97,0.75,4.4,Jet A,1.89,1.89,15.4,15.4,2.79,2.262,0.709,0.223,934.0,0.0,All,0,All,98.1,98.5,295.1,298.8,0.01189,0.01439,General Electric Company,"PTO, Ohio",2012-06-19,2012-06-21,Yes,Ref. GE REPORT R2016AE118/Rev. 0,"Certification in accordance with Part III, Chapter 2, of Amendment 8 of ICAO Annex 16 Vol. II.","NOx levels in accordance with Part III, Chapter 2, 2.3.2 e) (CAEP/8)",,,,,,,349.2,296.82,104.75999999999999,24.444000000000003
01P17GE214,17.0,General Electric Company,GEnx-1B76A/P2,TAPS,TF,8.59,47.5,349.2,C,,,NME/DTEPS,Yes,,,0.03,0.02,0.04,0.36,3.0,1.0,0.4,0.02,0.38,0.43,0.62,3.2,140.0,0.05,0.09,1.53,13.44,3.0,1.0,14.26,0.02,14.2,14.3,17.5,14.8,4980.0,46.9,26.78,11.78,5.04,3.0,1.0,49.4,0.33,49.1,49.7,57.27,42.4,53.0,56.1,60.9,67.3,17251.0,0.2,0.16,0.43,0.07,3.0,1.0,0.58,0.34,0.35,0.97,0.75,4.4,Jet A,1.89,1.89,15.4,15.4,2.79,2.262,0.709,0.223,934.0,0.0,All,0,All,98.1,98.5,295.1,298.8,0.01189,0.01439,General Electric Company,"PTO, Ohio",2012-06-19,2012-06-21,Yes,Ref. GE REPORT R2016AE118/Rev. 0,"Certification in accordance with Part III, Chapter 2, of Amendment 8 of ICAO Annex 16 Vol. II.","NOx levels in accordance with Part III, Chapter 2, 2.3.2 e) (CAEP/8)",,,,,,,349.2,296.82,104.75999999999999,24.444000000000003
01P17GE215,17.0,General Electric Company,GEnx-2B67/P,TAPS,TF,8.03,43.55,299.81,C,,,NME/DTEPS,Yes,,,0.02,0.02,0.04,0.41,3.0,1.0,0.51,0.03,0.48,0.55,0.79,4.0,154.0,0.07,0.17,1.78,14.28,3.0,1.0,17.35,0.021,17.32,17.36,21.29,18.0,5201.0,34.21,21.1,11.11,4.92,3.0,1.0,41.72,0.262,41.46,41.98,48.36,38.1,47.6,51.4,56.2,62.6,12509.0,0.47,0.47,0.54,0.54,3.0,1.0,0.58,0.34,0.35,0.97,0.746556828420646,4.0,Jet A,1.89,1.89,15.4,15.4,2.453,2.009,0.642,0.219,864.0,0.0,All,0,All,98.1,98.5,295.1,298.8,0.01189,0.01439,General Electric Company,"PTO, Ohio",2012-06-19,2012-06-21,Yes,Ref. GE REPORT R2011AE578,Engine S/N 956-101/4,"Certification in accordance with Part III, Chapter 2, of Amendment 7 of ICAO Annex 16 Vol. II.","NOx levels in accordance with Part III, Chapter 2, 2.3.2 e) (CAEP/8)",,,,,,299.81,254.83849999999998,89.943,20.986700000000003
21GE185,21.0,General Electric Company,Passport20-19BB1A,SAC,MTF,5.89322,41.3980675013609,84.1599242734607,C,,,NME,Yes,,,0.013934595027034804,0.009878582231586962,0.0166878893031197,0.04022317032087048,4.0,2.0,0.08500520067000152,0.029994133904343266,0.05,0.11,0.11061184212101695,0.564346133270495,7.15403125123766,0.290270759392491,0.299115735767782,1.2178408026797611,11.027536326711953,4.0,2.0,17.22716305920869,1.9540401643265823,15.35,19.86,19.627621122489106,16.6335772224484,1449.8367385095632,37.600464805233734,28.761532285142437,14.810748797410362,6.54923068585615,4.0,2.0,63.824777010704935,0.4947602393263168,63.44,64.52,70.18339235837358,57.1543985132903,71.4429981416129,77.59739218020441,84.5186666234695,94.054903527872,5371.488399991444,0.48525463569415495,0.3952941092512811,0.04072848552375004,0.046907235661263216,4.0,2.0,0.5085956140971475,0.40500415317838856,0.1,1.0,0.5964531653537557,2.40352659714934,Jet A,1.92,1.92,15.41,15.41,0.8011861958573865,0.6573682640192968,0.22794681673536082,0.07832894356195425,297.3228190496927,0.0,All,0,All,96.7,99.1,285.3,294.3,0.0044,0.0104,General Electric Company,"PTO, Ohio",2015-10-20,2017-05-23,Yes,Ref. GE Aviation Report P20-2017-MT-019_R-3400.00/Rev. 0,Engine S/N 904-010/01 and S/N 904-114/01,SMOKE NUMBER for each LTO mode is average of interpolated values from curve fit for each test run,AVERAGE SN (MAX) is average of maximum smoke number between 7% and 100% F00 for each test run,,,,,,84.1599242734607,71.53593563244159,25.24797728203821,5.8911946991422495
8HN001,8.0,Honeywell,AS907-1-1A,,TF,4.2,21.95,30.62,C,Yes,11HN003,NME,Yes,Out of production,2011,0.01,0.01,0.08,4.3,3.0,1.0,10.6,0.8,9.8,11.5,16.32,83.3,325.0,0.69,0.56,2.98,30.21,3.0,1.0,77.28,1.9,75.1,78.8,94.86,80.4,2368.0,26.29,21.51,9.39,4.2,3.0,1.0,57.16,0.08,57.1,57.2,66.26,79.0,98.7,99.9,100.6,106.5,1751.0,18.3,18.4,8.7,3.4,3.0,1.0,18.7,,,,24.07,73.5,Jet A,1.866,1.866,16.5,16.5,0.347,0.288,0.104,0.048,152.0,0.0,,0,,96.48,97.46,292.0,296.0,0.0037,0.0057,Honeywell,"Phoenix, AZ",2002-01-10,2002-01-11,Yes,,,,,,,,,,30.62,26.027,9.186,2.1434
11HN002,11.0,Honeywell,HTF7000 (AS907-1-1A),SABER-1,MTF,4.2,21.95,30.62,C,Yes,11HN003,DTEPS,Yes,Out of production,,0.04,0.06,0.12,1.35,4.0,1.0,3.5,0.11,3.4,3.62,5.4,27.5,,0.6,0.6,5.97,34.5,4.0,1.0,90.31,1.6,88.87,92.46,110.85,93.9,,18.095,16.28,9.17,3.98,4.0,1.0,46.09,0.79,45.45,47.11,53.43,63.7,79.6,80.6,81.1,77.3,,9.9,9.0,0.7,1.7,4.0,1.0,9.92,0.42,9.2,10.0,12.77,39.0,Jet A,13.6,13.7,19.6,20.5,0.347,0.288,0.104,0.048,152.0,0.0,,0,,96.75,97.59,296.0,303.0,0.0013,0.004,Honeywell,"Phoenix, AZ",2010-04-07,2010-04-14,Yes,Reference: Original FAA Certification Report; Honeywell Report 21-14240-6A,"Exhaust Smoke and Gaseous Emissions Test of the AS907-1-1A Turbofan  Engine, dated August 31, 2010.",Reported using humidity h=0.00629 in accordance with 14 CFR 34,"Certification in accordance with Part III, Chapter 2, of Amendment 7 of ICAO Annex 16 Vol. II.","NOx levels in accordance with Part III, Chapter 2, 2.3.2 d) (CAEP/6)",,,,,30.62,26.027,9.186,2.1434
11HN003,11.0,Honeywell,HTF7000 (AS907-1-1A),SABER-1,MTF,4.2,21.95,30.62,C,,,DTEPS,Yes,Out of production,,0.05,0.06,0.12,1.26,10.0,3.0,3.27,0.64,2.36,4.34,3.82,19.5,100.0,0.56,0.63,6.28,33.24,10.0,3.0,87.47,3.7,81.73,92.46,94.61,80.2,2678.0,17.9,16.17,8.81,3.91,10.0,3.0,45.39,2.26,39.54,47.24,48.08,64.0,71.6,72.5,73.0,77.3,1388.0,13.6,10.6,0.7,1.7,10.0,3.0,13.6,1.5,9.2,13.6,15.0,45.7,Jet A,13.5,13.7,16.9,20.5,0.347,0.288,0.104,0.048,152.0,0.0,,0,,96.44,97.59,296.0,313.0,0.0013,0.0125,Honeywell,"Phoenix, AZ",2010-04-07,2010-07-29,Yes,Reference: Summary Report Data in Honeywell Report 21-14477A,Exhaust Smoke and Gaseous Emissions tests of the AS907-1-1A and AS907-2-1G Turbofan Engines,"Reported using humidity h=0.00634 in accordance with ICAO Annex 16, Vol. II, 3rd Ed., section 7.1.3.","Certification in accordance with Part III, Chapter 2, of Amendment 7 of ICAO Annex 16 Vol. II.","NOx levels in accordance with Part III, Chapter 2, 2.3.2 d) (CAEP/6)",,,,,30.62,26.027,9.186,2.1434
11HN004,11.0,Honeywell,HTF7250G (AS907-2-1G),SABER-1,MTF,4.2,22.58,32.86,C,Yes,11HN005,DTEPS,Yes,Out of production,,0.06,0.06,0.11,0.94,6.0,2.0,2.38,0.62,1.82,3.24,3.12,15.9,,0.54,0.61,6.29,29.28,6.0,2.0,74.04,3.5,70.64,79.66,84.92,72.0,,18.29,16.39,8.735,3.905,6.0,2.0,44.89,2.89,39.63,47.31,49.47,58.1,72.6,74.0,74.7,79.5,,13.6,10.6,0.7,1.2,6.0,2.0,13.6,0.88,11.4,13.6,15.95,49.7,Jet A,13.6,13.7,18.2,19.1,0.372,0.308,0.107,0.049,158.0,0.0,,0,,96.44,97.35,304.0,313.0,0.0035,0.0125,Honeywell,"Phoenix, AZ",2010-06-16,2010-07-29,Yes,Reference: Honeywell Report 21-13729(29)-1,Exhaust Smoke and Gaseous Emissions test of the AS907-2-1G Turbofan Engine,Reported using humidity  h=0.00629 in accordance with 14 CFR 34,"Certification in accordance with Part III, Chapter 2, of Amendment 7 of ICAO Annex 16 Vol. II.","NOx levels in accordance with Part III, Chapter 2, 2.3.2 d) (CAEP/6)",,,,,32.86,27.930999999999997,9.857999999999999,2.3002000000000002
11HN005,11.0,Honeywell,HTF7250G (AS907-2-1G),SABER-1,MTF,4.2,22.58,32.86,C,Yes,01P11HN012,DTEPS,Yes,,,0.05,0.06,0.12,0.99,10.0,3.0,2.49,0.48,1.82,3.24,2.93,15.0,,0.57,0.6,6.07,30.48,10.0,3.0,76.66,4.3,70.64,82.76,83.45,70.7,,18.43,16.44,8.96,3.965,10.0,3.0,45.33,2.29,39.59,47.27,48.13,63.2,70.6,72.0,72.7,77.3,,13.6,10.6,0.8,1.8,10.0,3.0,13.6,1.5,9.2,13.6,15.0,46.6,Jet A,13.5,13.7,16.9,20.5,0.372,0.308,0.107,0.049,158.0,0.0,,0,,96.44,97.59,296.0,313.0,0.0013,0.0125,Honeywell,"Phoenix, AZ",2010-04-07,2010-07-29,Yes,Reference: Honeywell Report 21-14477A,Exhaust Smoke and Gaseous Emissions tests of the AS907-1-1A and AS907-2-1G Turbofan Engines,"Reported using humidity h=0.00634 in accordance with ICAO Annex 16, Vol. II, 3rd Ed., section 7.1.3.","Certification in accordance with Part III, Chapter 2, of Amendment 7 of ICAO Annex 16 Vol. II.","NOx levels in accordance with Part III, Chapter 2, 2.3.2 d) (CAEP/6)",,,,,32.86,27.930999999999997,9.857999999999999,2.3002000000000002
