uid,gsdb,manufacturer,model,combustor,engine_type,bpr,opr,rated_thrust,data_status,data_superseded,superseded_uid,test_engine,icao_compliant_data,engine_status,engine_status_date,eihc_take_off,eihc_climb,eihc_approach,eihc_idle,hc_number_tests,hc_number_engines,hc_dp_foo_average,hc_dp_foo_sigma,hc_dp_foo_min,hc_dp_foo_max,hc_characteristic,hc_margin,hc_total_mass,eico_take_off,eico_climb,eico_approach,eico_idle,eico_number_tests,eico_number_engines,co_dp_foo_average,co_dp_foo_sigma,co_dp_foo_min,co_dp_foo_max,co_characteristic,co_margin,co_total_mass,einox_take_off,einox_climb,einox_approach,einox_idle,nox_number_tests,nox_number_engines,nox_dp_foo_average,nox_dp_foo_sigma,nox_dp_foo_min,nox_dp_foo_max,nox_characteristic,nox_original_margin,nox_caep2_margin,nox_caep4_margin,nox_caep6_margin,nox_caep8_margin,nox_total_mass,sn_take_off,sn_climb,sn_approach,sn_idle,sn_number_tests,sn_number_engines,sn_max,sn_sigma,sn_range_min,sn_range_max,sn_characteristic,sn_margin,fuel_specification,fuel_hc_ratio_min,fuel_hc_ratio_max,fuel_aromatic_min,fuel_aromatic_max,fuel_flow_take_off,fuel_flow_climb,fuel_flow_approach,Fuel Flow Idle (kg/sec),fuel_lto_cycle,loads_extraction,loads_extraction_power_setting,bleed_percentage,bleed_percentage_power_setting,Ambient Baro Min (kPa),Ambient Baro Max (kPa),ambiant_temperature_min,ambiant_temperature_max,ambiant_humidity_min,ambiant_humidity_max,test_organization,test_location,initial_test_date,Final Test Date,fuel_venting_compliant,Remark 1,Remark 2,Remark 3,Remark 4,Remark 5,Remark 6,Remark 7,Remark 8,engine,thrust_take_off,thrust_climb,thrust_approach,thrust_idle
17CM082,17.0,CFM International,LEAP-1A26 2017,TAPS II,TF,11.1,33.4,120.6,C,Yes,20CM089,NME/DTEPS,Yes,,,0.02,0.02,0.04,0.28,4.0,2.0,0.36,0.05,0.31,0.41,0.47,2.4,43.0,0.22,0.27,2.74,21.4,4.0,2.0,25.97,1.3,24.4,27.25,29.58,25.1,3130.0,18.77,11.16,8.67,4.63,4.0,2.0,23.64,1.02,22.35,24.64,26.0,24.3,30.4,35.2,39.6,45.7,2852.0,1.3,1.17,1.31,1.25,4.0,2.0,1.6,0.15,1.47,1.82,1.88,8.4,Jet A,1.9,1.9,16.5,16.5,0.855,0.705,0.242,0.088,324.0,0.0,All,0,All,97.8,98.8,274.6,279.8,0.002,0.0032,General Electric Company,"PTO, Ohio",2016-11-21,2016-12-02,Yes,Ref. REPORT CRL 2201_1/Rev. 0,"Engine S/N 600-104, 600-105",SMOKE NUMBER for each LTO mode is average of max SN for test points around that power setting,AVERAGE SN (MAX) is average of maximum smoke number measured from all points on each run,"Certification in accordance with Part III, Chapter 2, of Amendment 8 of ICAO Annex 16 Vol. II.","NOx levels in accordance with Part III, Chapter 2, 2.3.2 e) (CAEP/8)",,,LEAP-1A 2017,120.6,102.50999999999999,36.18,8.442
17CM083,17.0,CFM International,LEAP-1A35 2017,TAPS II,TF,10.5,38.6,143.1,C,Yes,20CM090,NME/DTEPS,Yes,,,0.05,0.02,0.04,0.22,4.0,2.0,0.28,0.03,0.23,0.31,0.35,1.8,40.0,0.3,0.23,1.86,18.69,4.0,2.0,20.71,1.03,19.48,21.71,23.58,20.0,2964.0,54.13,19.53,9.82,4.85,4.0,2.0,42.1,1.35,40.43,43.42,46.29,39.5,49.4,55.0,60.8,68.8,6024.0,1.105,1.17,1.31,1.25,4.0,2.0,1.6,0.15,1.47,1.82,1.88,8.8,Jet A,1.9,1.9,16.5,16.5,1.058,0.864,0.282,0.096,376.0,0.0,All,0,All,97.8,98.8,274.6,279.8,0.002,0.0032,General Electric Company,"PTO, Ohio",2016-11-21,2016-12-02,Yes,Ref. REPORT CRL 2201_1/Rev. 0,"Engine S/N 600-104, 600-105",SMOKE NUMBER for each LTO mode is average of max SN for test points around that power setting,AVERAGE SN (MAX) is average of maximum smoke number measured from all points on each run,"Certification in accordance with Part III, Chapter 2, of Amendment 8 of ICAO Annex 16 Vol. II.","NOx levels in accordance with Part III, Chapter 2, 2.3.2 e) (CAEP/8)",,,LEAP-1A 2017,143.1,121.63499999999999,42.93,10.017000000000001
01P20CM127,20.0,CFM International,LEAP-1A24 2019,TAPS II,TF,11.3,30.0,106.8,C,,,NME/DTEPS,Yes,,,0.02,0.02,0.05,0.37,4.0,2.0,0.52,0.06,0.45,0.57,0.67,3.0,55.0,0.24,0.41,3.53,23.79,4.0,2.0,32.34,1.7,30.21,34.0,36.84,31.0,3455.0,17.59,9.41,8.02,4.45,4.0,2.0,21.91,0.75,20.93,22.63,24.09,24.0,30.0,36.0,41.0,48.0,2341.0,1.3,1.17,1.31,1.25,4.0,2.0,1.56,0.15,1.47,1.82,1.83,8.0,Jet A,1.9,1.9,16.5,16.5,0.745,0.616,0.219,0.087,301.0,0.0,All,0,All,97.8,98.8,274.6,279.8,0.002,0.0032,General Electric Company,"PTO, Ohio",2016-11-21,2016-12-02,Yes,Ref. Report CRL-2201_2/Rev. 1,"Engine S/N 600-104, 600-105",SN for each LTO mode is average of max SN for test points around that power setting,AVERAGE SN (MAX) is average of maximum SN measured from all points on each run,"Certification in accordance with Part III, Chapter 2, of Amendment 8 of ICAO Annex 16 Vol. II.","NOx levels in accordance with Part III, Chapter 2, 2.3.2 e) (CAEP/8)",,,LEAP-1A 2019,106.8,90.78,32.04,7.476000000000001
01P20CM128,20.0,CFM International,LEAP-1A26 2019,TAPS II,TF,11.1,33.3,120.6,C,,,NME/DTEPS,Yes,,,0.02,0.02,0.04,0.29,4.0,2.0,0.38,0.05,0.33,0.43,0.49,2.5,46.0,0.24,0.26,2.65,21.63,4.0,2.0,27.04,1.35,25.41,28.38,30.81,26.1,3259.0,30.8,13.38,8.75,4.61,4.0,2.0,29.3,1.35,27.63,30.63,32.22,30.2,37.8,43.8,49.2,56.9,3535.0,1.3,1.17,1.31,1.25,4.0,2.0,1.56,0.15,1.47,1.82,1.83,8.1,Jet A,1.9,1.9,16.5,16.5,0.861,0.71,0.244,0.091,330.0,0.0,All,0,All,97.8,98.8,274.6,279.8,0.002,0.0032,General Electric Company,"PTO, Ohio",2016-11-21,2016-12-02,Yes,Ref. Report CRL-2201_2/Rev. 1,"Engine S/N 600-104, 600-105",SN for each LTO mode is average of max SN for test points around that power setting,AVERAGE SN (MAX) is average of maximum SN measured from all points on each run,"Certification in accordance with Part III, Chapter 2, of Amendment 8 of ICAO Annex 16 Vol. II.","NOx levels in accordance with Part III, Chapter 2, 2.3.2 e) (CAEP/8)",,,LEAP-1A 2019,120.6,102.50999999999999,36.18,8.442
01P20CM130,20.0,CFM International,LEAP-1A29 2019,TAPS II,TF,10.7,35.5,130.3,C,,,NME/DTEPS,Yes,,,0.04,0.02,0.04,0.25,4.0,2.0,0.33,0.04,0.28,0.37,0.43,2.2,43.0,0.27,0.23,2.21,20.3,4.0,2.0,24.26,1.21,22.82,25.46,27.64,23.4,3150.0,49.48,21.03,9.27,4.72,4.0,2.0,41.44,1.85,39.23,43.27,45.57,41.1,51.3,58.4,65.1,74.5,5396.0,1.105,1.17,1.31,1.25,4.0,2.0,1.56,0.15,1.47,1.82,1.83,8.3,Jet A,1.9,1.9,16.5,16.5,0.946,0.777,0.261,0.094,352.0,0.0,All,0,All,97.8,98.8,274.6,279.8,0.002,0.0032,General Electric Company,"PTO, Ohio",2016-11-21,2016-12-02,Yes,Ref. Report CRL-2201_2/Rev. 1,"Engine S/N 600-104, 600-105",SN for each LTO mode is average of max SN for test points around that power setting,AVERAGE SN (MAX) is average of maximum SN measured from all points on each run,"Certification in accordance with Part III, Chapter 2, of Amendment 8 of ICAO Annex 16 Vol. II.","NOx levels in accordance with Part III, Chapter 2, 2.3.2 e) (CAEP/8)",,,LEAP-1A 2019,130.3,110.75500000000001,39.09,9.121000000000002
01P20CM132,20.0,CFM International,LEAP-1A35 2019,TAPS II,TF,10.5,38.5,143.1,C,,,NME/DTEPS,Yes,,,0.05,0.02,0.04,0.21,4.0,2.0,0.27,0.04,0.23,0.31,0.36,1.9,39.0,0.3,0.24,1.79,18.68,4.0,2.0,21.1,1.05,19.88,22.16,24.07,20.4,3019.0,59.74,32.35,9.95,4.85,4.0,2.0,54.47,1.83,52.3,56.3,59.93,51.2,64.0,71.3,78.9,89.3,7795.0,1.105,1.17,1.31,1.25,4.0,2.0,1.56,0.15,1.47,1.82,1.83,8.5,Jet A,1.9,1.9,16.5,16.5,1.062,0.869,0.284,0.098,380.0,0.0,All,0,All,97.8,98.8,274.6,279.8,0.002,0.0032,General Electric Company,"PTO, Ohio",2016-11-21,2016-12-02,Yes,Ref. Report CRL-2201_2/Rev. 1,"Engine S/N 600-104, 600-105",SN for each LTO mode is average of max SN for test points around that power setting,AVERAGE SN (MAX) is average of maximum SN measured from all points on each run,"Certification in accordance with Part III, Chapter 2, of Amendment 8 of ICAO Annex 16 Vol. II.","NOx levels in accordance with Part III, Chapter 2, 2.3.2 e) (CAEP/8)",,,LEAP-1A 2019,143.1,121.63499999999999,42.93,10.017000000000001
18CM084,18.0,CFM International,LEAP-1B28 2017,TAPS II,TF,8.6,41.5,130.4,C,Yes,20CM101,NME/DTEPS,Yes,,,0.05,0.04,0.05,0.57,3.0,1.0,0.74,0.09,0.66,0.84,1.15,5.9,97.0,0.18,0.14,1.2,14.62,3.0,1.0,17.94,0.77,16.97,18.38,21.93,18.6,2339.0,60.67,29.58,11.24,4.64,3.0,1.0,57.78,1.38,56.39,59.15,66.96,54.4,68.0,74.4,81.7,91.6,7534.0,0.94,0.85,1.07,0.8,3.0,1.0,1.16,0.29,0.34,0.9,1.49,6.8,Jet A,1.9,1.9,14.8,14.8,1.061,0.864,0.277,0.098,378.0,0.0,All,0,All,98.02,98.16,290.9,296.5,0.0048,0.0079,General Electric Company,"PTO, Ohio",2016-03-08,2016-03-09,Yes,Ref. GE REPORT R2013AE1161,Engine S/N 602-109/1,SMOKE NUMBER for each LTO mode is average of max SN for test points around that power setting,AVERAGE SN (MAX) is average of maximum smoke number measured from all points on each run,"Certification in accordance with Part III, Chapter 2, of Amendment 8 of ICAO Annex 16 Vol. II.","NOx levels in accordance with Part III, Chapter 2, 2.3.2 e) (CAEP/8)",,,LEAP-1B 2017,130.4,110.84,39.12,9.128000000000002
18CM086,18.0,CFM International,LEAP-1B27 2017,TAPS II,TF,8.5,39.92,124.7,C,Yes,20CM098,NME/DTEPS,Yes,,,0.04,0.04,0.05,0.65,3.0,1.0,0.85,0.1,0.76,0.95,1.31,6.7,106.0,0.17,0.14,1.35,15.29,3.0,1.0,19.04,0.78,18.23,19.66,23.48,19.9,2374.0,53.4,24.0,10.63,4.74,3.0,1.0,49.88,1.14,48.79,51.06,57.83,48.3,60.3,66.6,73.4,82.7,6220.0,0.94,0.85,1.07,0.8,3.0,1.0,1.16,0.29,0.34,0.9,1.49,6.7,Jet A,1.9,1.9,14.8,14.8,1.002,0.818,0.266,0.095,362.0,0.0,All,0,All,98.02,98.16,290.9,296.5,0.0048,0.0079,General Electric Company,"PTO, Ohio",2016-03-08,2016-03-09,Yes,Ref. GE REPORT R2013AE1161,Engine S/N 602-109/1,SMOKE NUMBER for each LTO mode is average of max SN for test points around that power setting,AVERAGE SN (MAX) is average of maximum smoke number measured from all points on each run,"Certification in accordance with Part III, Chapter 2, of Amendment 8 of ICAO Annex 16 Vol. II.","NOx levels in accordance with Part III, Chapter 2, 2.3.2 e) (CAEP/8)",,,LEAP-1B 2017,124.7,105.995,37.41,8.729000000000001
18CM087,18.0,CFM International,LEAP-1B25 2017,TAPS II,TF,8.4,38.4,119.2,C,Yes,20CM096,NME/DTEPS,Yes,,,0.04,0.04,0.05,0.74,3.0,1.0,0.97,0.1,0.88,1.08,1.5,7.7,116.0,0.16,0.14,1.54,16.01,3.0,1.0,20.45,0.76,19.66,21.07,25.2,21.4,2438.0,43.67,20.68,10.0,4.94,3.0,1.0,43.41,0.97,42.59,44.49,50.35,43.1,53.9,60.1,66.5,75.2,5174.0,0.94,0.85,1.07,0.8,3.0,1.0,1.16,0.29,0.34,0.9,1.49,6.6,Jet A,1.9,1.9,14.8,14.8,0.946,0.773,0.255,0.093,348.0,0.0,All,0,All,98.02,98.16,290.9,296.5,0.0048,0.0079,General Electric Company,"PTO, Ohio",2016-03-08,2016-03-09,Yes,Ref. GE REPORT R2013AE1161,Engine S/N 602-109/1,SMOKE NUMBER for each LTO mode is average of max SN for test points around that power setting,AVERAGE SN (MAX) is average of maximum smoke number measured from all points on each run,"Certification in accordance with Part III, Chapter 2, of Amendment 8 of ICAO Annex 16 Vol. II.","NOx levels in accordance with Part III, Chapter 2, 2.3.2 e) (CAEP/8)",,,LEAP-1B 2017,119.2,101.32,35.76,8.344000000000001
01P20CM133,20.0,CFM International,LEAP-1B21 2019,TAPS II,TF,8.5,36.8,111.3,C,,,NME/DTEPS,Yes,,,0.04,0.04,0.05,0.71,3.0,1.0,0.96,0.09,0.66,0.84,1.47,7.5,106.0,0.15,0.16,1.49,16.19,3.0,1.0,21.19,0.77,16.97,18.38,26.01,22.0,2358.0,30.39,17.53,10.26,4.74,3.0,1.0,36.42,1.38,56.39,59.15,42.22,37.2,46.4,52.4,58.2,66.2,4053.0,0.94,0.85,1.07,0.8,3.0,1.0,1.16,0.29,0.34,0.9,1.49,6.5,Jet A,1.9,1.9,14.7,14.7,0.877,0.722,0.245,0.089,330.0,0.0,All,0,All,97.7,98.8,279.3,290.5,0.0009,0.0084,General Electric Company,"PTO, Ohio",2016-03-08,2016-03-09,Yes,Ref. GE REPORT R2013AE589 and CRL-0109b_7 Vol. 1/Rev. 0,Engine S/N 602-109/1,SN for each LTO mode is average of max SN for test points around that power setting,AVERAGE SN (MAX) is average of maximum SN measured from all points on each run,"Certification in accordance with Part III, Chapter 2, of Amendment 8 of ICAO Annex 16 Vol. II.","NOx levels in accordance with Part III, Chapter 2, 2.3.2 e) (CAEP/8)",,,LEAP-1B 2019,111.3,94.60499999999999,33.39,7.791
01P20CM134,20.0,CFM International,LEAP-1B23 2019,TAPS II,TF,8.5,37.9,115.2,C,,,NME/DTEPS,Yes,,,0.04,0.04,0.05,0.64,3.0,1.0,0.86,0.09,0.66,0.84,1.32,6.8,99.0,0.16,0.14,1.36,15.61,3.0,1.0,20.06,0.77,16.97,18.38,24.62,20.9,2312.0,38.19,18.11,10.7,4.63,3.0,1.0,39.68,1.38,56.39,59.15,46.0,39.7,49.6,55.5,61.5,69.7,4573.0,0.94,0.85,1.07,0.8,3.0,1.0,1.16,0.29,0.34,0.9,1.49,6.6,Jet A,1.9,1.9,14.7,14.7,0.916,0.752,0.253,0.091,340.0,0.0,All,0,All,97.7,98.8,279.3,290.5,0.0009,0.0084,General Electric Company,"PTO, Ohio",2016-03-08,2016-03-09,Yes,Ref. GE REPORT R2013AE589 and CRL-0109b_7 Vol. 1/Rev. 0,Engine S/N 602-109/1,SN for each LTO mode is average of max SN for test points around that power setting,AVERAGE SN (MAX) is average of maximum SN measured from all points on each run,"Certification in accordance with Part III, Chapter 2, of Amendment 8 of ICAO Annex 16 Vol. II.","NOx levels in accordance with Part III, Chapter 2, 2.3.2 e) (CAEP/8)",,,LEAP-1B 2019,115.2,97.92,34.56,8.064000000000002
01P20CM135,20.0,CFM International,LEAP-1B25 2019,TAPS II,TF,8.4,40.135,119.2,C,,,NME/DTEPS,Yes,,,0.04,0.04,0.05,0.59,3.0,1.0,0.78,0.09,0.66,0.84,1.2,6.1,93.0,0.17,0.14,1.25,15.27,3.0,1.0,18.94,0.77,16.97,18.38,23.25,19.7,2257.0,48.9,20.35,11.1,4.57,3.0,1.0,45.46,1.38,56.39,59.15,52.7,43.8,54.8,60.4,66.5,74.9,5417.0,0.94,0.85,1.07,0.8,3.0,1.0,1.16,0.29,0.34,0.9,1.49,6.6,Jet A,1.9,1.9,14.7,14.7,0.96,0.784,0.26,0.091,348.0,0.0,All,0,All,97.7,98.8,279.3,290.5,0.0009,0.0084,General Electric Company,"PTO, Ohio",2016-03-08,2016-03-09,Yes,Ref. GE REPORT R2013AE589 and CRL-0109b_7 Vol. 1/Rev. 0,Engine S/N 602-109/1,SN for each LTO mode is average of max SN for test points around that power setting,AVERAGE SN (MAX) is average of maximum SN measured from all points on each run,"Certification in accordance with Part III, Chapter 2, of Amendment 8 of ICAO Annex 16 Vol. II.","NOx levels in accordance with Part III, Chapter 2, 2.3.2 e) (CAEP/8)",,,LEAP-1B 2019,119.2,101.32,35.76,8.344000000000001
01P20CM136,20.0,CFM International,LEAP-1B27 2019,TAPS II,TF,8.3,40.5,124.7,C,,,NME/DTEPS,Yes,,,0.05,0.04,0.05,0.51,3.0,1.0,0.68,0.09,0.66,0.84,1.05,5.4,85.0,0.17,0.14,1.11,14.4,3.0,1.0,17.81,0.77,16.97,18.38,21.86,18.5,2221.0,55.26,23.26,11.59,4.59,3.0,1.0,50.72,1.38,56.39,59.15,58.79,48.6,60.7,66.8,73.5,82.7,6326.0,0.94,0.85,1.07,0.8,3.0,1.0,1.16,0.29,0.34,0.9,1.49,6.7,Jet A,1.9,1.9,14.7,14.7,1.014,0.826,0.273,0.095,365.0,0.0,All,0,All,97.7,98.8,279.3,290.5,0.0009,0.0084,General Electric Company,"PTO, Ohio",2016-03-08,2016-03-09,Yes,Ref. GE REPORT R2013AE589 and CRL-0109b_7 Vol. 1/Rev. 0,Engine S/N 602-109/1,SN for each LTO mode is average of max SN for test points around that power setting,AVERAGE SN (MAX) is average of maximum SN measured from all points on each run,"Certification in accordance with Part III, Chapter 2, of Amendment 8 of ICAO Annex 16 Vol. II.","NOx levels in accordance with Part III, Chapter 2, 2.3.2 e) (CAEP/8)",,,LEAP-1B 2019,124.7,105.995,37.41,8.729000000000001
01P20CM137,20.0,CFM International,LEAP-1B28B2C 2019,TAPS II,TF,8.3,40.5,124.7,C,,,NME/DTEPS,Yes,,,0.05,0.04,0.05,0.51,3.0,1.0,0.68,0.09,0.66,0.84,1.05,5.4,85.0,0.17,0.14,1.11,14.4,3.0,1.0,17.81,0.77,16.97,18.38,21.86,18.5,2221.0,55.26,23.26,11.59,4.59,3.0,1.0,50.72,1.38,56.39,59.15,58.79,48.6,60.7,66.8,73.5,82.7,6326.0,0.94,0.85,1.07,0.8,3.0,1.0,1.16,0.29,0.34,0.9,1.49,6.7,Jet A,1.9,1.9,14.7,14.7,1.014,0.826,0.273,0.095,365.0,0.0,All,0,All,97.7,98.8,279.3,290.5,0.0009,0.0084,General Electric Company,"PTO, Ohio",2016-03-08,2016-03-09,Yes,Ref. GE REPORT R2013AE589 and CRL-0109b_7 Vol. 1/Rev. 0,Engine S/N 602-109/1,SN for each LTO mode is average of max SN for test points around that power setting,AVERAGE SN (MAX) is average of maximum SN measured from all points on each run,"Certification in accordance with Part III, Chapter 2, of Amendment 8 of ICAO Annex 16 Vol. II.","NOx levels in accordance with Part III, Chapter 2, 2.3.2 e) (CAEP/8)",,,LEAP-1B 2019,124.7,105.995,37.41,8.729000000000001
01P20CM140,20.0,CFM International,LEAP-1B28 2019,TAPS II,TF,8.3,42.0,130.4,C,,,NME/DTEPS,Yes,,,0.05,0.04,0.05,0.46,3.0,1.0,0.61,0.09,0.66,0.84,0.94,4.8,79.0,0.18,0.15,0.99,13.77,3.0,1.0,16.68,0.77,16.97,18.38,20.48,17.4,2176.0,64.36,29.59,11.92,4.68,3.0,1.0,60.1,1.38,56.39,59.15,69.66,56.2,70.2,76.6,84.0,94.0,7837.0,0.94,0.85,1.07,0.8,3.0,1.0,1.16,0.29,0.34,0.9,1.49,6.8,Jet A,1.9,1.9,14.7,14.7,1.075,0.873,0.285,0.097,380.0,0.0,All,0,All,97.7,98.8,279.3,290.5,0.0009,0.0084,General Electric Company,"PTO, Ohio",2016-03-08,2016-03-09,Yes,Ref. GE REPORT R2013AE589 and CRL-0109b_7 Vol. 1/Rev. 0,Engine S/N 602-109/1,SN for each LTO mode is average of max SN for test points around that power setting,AVERAGE SN (MAX) is average of maximum SN measured from all points on each run,"Certification in accordance with Part III, Chapter 2, of Amendment 8 of ICAO Annex 16 Vol. II.","NOx levels in accordance with Part III, Chapter 2, 2.3.2 e) (CAEP/8)",,,LEAP-1B 2019,130.4,110.84,39.12,9.128000000000002
9EA001,9.0,Engine Alliance,GP7270,,TF,8.71,36.62,332.39,C,,,DTEPS,Yes,Out of production,,0.03,0.03,0.07,4.04,3.0,1.0,4.51,0.31,4.17,4.77,6.94,35.4,1498.0,0.11,0.09,1.27,33.58,3.0,1.0,37.6,1.1,36.35,38.46,46.15,39.1,12497.0,41.73,31.37,12.9,5.24,3.0,1.0,53.29,0.312,53.06,53.65,61.77,54.6,68.2,77.0,85.6,97.5,17713.0,4.06,3.87,2.2,3.08,3.0,1.0,4.06,0.689,3.28,4.56,5.22,30.7,Jet A-1,13.86,13.92,16.8,17.6,2.637,2.169,0.711,0.234,932.0,0.0,All,0,All,97.396,97.812,287.74,296.06,0.00503,0.00863,General Electric Peebles Test Operation,Site 4D,2005-05-28,2005-05-29,Yes,GE Aviation Reports R2005AE431 and R2006AE504Engine serial number 550-007/1,"Certification in accordance with Part III, Chapter 2, of Amendment 7 of ICAO Annex 16 Vol. II.","NOx levels in accordance with Part III, Chapter 2, 2.3.2 e)",,,,,,,332.39,282.5315,99.717,23.267300000000002
11GE140,11.0,General Electric Company,CF34-10A16,2253M21,TF,5.7,25.1,76.9,C,Yes,01P11GE202,DTEPS,Yes,,,0.06,0.08,0.14,6.96,3.0,1.0,11.9,0.63,11.2,12.3,18.4,93.9,919.0,0.49,0.34,3.98,52.05,3.0,1.0,91.2,1.9,89.4,93.2,111.9,94.8,7014.0,17.87,15.04,7.97,3.45,3.0,1.0,35.0,0.41,34.6,35.4,40.6,45.0,56.3,65.8,73.0,84.3,2696.0,11.06,5.08,0.11,0.39,3.0,1.0,11.1,0.62,10.5,11.7,14.2,55.8,Jet A-1,1.92,1.92,16.3,17.4,0.765,0.632,0.219,0.083,298.0,0.0,All,0,All,97.2,97.9,296.0,300.0,0.0099,0.0127,Peebles Test Operation,Site 4D,2006-09-05,2006-09-10,Yes,GE Report R2007AE480Engine 994-251/1,"Certification in accordance with Part III, Chapter 2, of Amendment 7 of ICAO Annex 16 Vol. II.","NOx levels in accordance with Part III, Chapter 2, 2.3.2 e)",,,,,,,76.9,65.36500000000001,23.07,5.383000000000001
01P11GE202,11.0,General Electric Company,CF34-10A16/16-B,SAC,TF,5.7,25.1,76.9,C,,,DTEPS,Yes,,,0.06,0.08,0.14,6.96,3.0,1.0,11.9,0.63,11.2,12.3,18.4,93.9,919.0,0.49,0.34,3.98,52.05,3.0,1.0,91.2,1.9,89.4,93.2,111.9,94.8,7014.0,17.87,15.04,7.97,3.45,3.0,1.0,35.0,0.41,34.6,35.4,40.6,45.0,56.3,65.8,73.0,84.3,2696.0,11.06,5.08,0.11,0.39,3.0,1.0,11.1,0.62,10.5,11.7,14.2,55.8,Jet A-1,1.92,1.92,16.3,17.4,0.765,0.632,0.219,0.083,298.0,0.0,All,0,All,97.2,97.9,296.0,300.0,0.0099,0.0127,Peebles Test Operation,Site 4D,2006-09-05,2006-09-10,Yes,GE Report R2007AE480Engine 994-251/1,"Certification in accordance with Part III, Chapter 2, of Amendment 7 of ICAO Annex 16 Vol. II.","NOx levels in accordance with Part III, Chapter 2, 2.3.2 e)",,,,,,CF34-10A,76.9,65.36500000000001,23.07,5.383000000000001
11GE141,11.0,General Electric Company,CF34-10A18,2253M21,TF,5.4,26.5,82.1,C,,,DTEPS,Yes,Out of production,,0.05,0.08,0.13,5.67,3.0,1.0,9.5,0.55,8.8,9.8,14.6,74.5,776.0,0.66,0.36,3.43,47.29,3.0,1.0,80.2,1.8,78.8,82.3,98.5,83.5,6589.0,19.47,16.72,8.26,3.58,3.0,1.0,37.4,0.43,36.9,37.7,43.3,46.6,58.2,68.9,78.0,90.2,3070.0,14.73,7.01,0.12,0.35,3.0,1.0,14.7,0.29,14.5,15.1,19.0,76.1,Jet A-1,1.92,1.92,16.3,17.4,0.826,0.684,0.232,0.086,315.0,0.0,All,0,All,97.2,97.9,296.0,300.0,0.0099,0.0127,Peebles Test Operation,Site 4D,2006-09-05,2006-09-10,Yes,GE Report R2007AE480Engine 994-251/1,"Certification in accordance with Part III, Chapter 2, of Amendment 7 of ICAO Annex 16 Vol. II.","NOx levels in accordance with Part III, Chapter 2, 2.3.2 e)",,,,,,,82.1,69.785,24.63,5.747
01P08GE203,8.0,General Electric Company,CF34-10E2A1,SAC,TF,5.09,25.1,75.44,C,,,DTEPS,Yes,Out of production,,0.04,0.05,0.1,5.44,3.0,1.0,9.56,,9.0,9.9,14.72,75.1,721.0,0.41,0.38,4.46,50.81,3.0,1.0,91.61,,88.5,93.4,112.4,95.3,6911.0,17.98,15.26,7.64,3.56,3.0,1.0,36.34,,35.8,36.9,42.1,46.7,58.4,68.0,74.6,86.4,2742.0,3.93,1.68,0.39,0.85,3.0,1.0,3.93,,3.2,5.0,5.06,19.8,Jet A-1,1.92,1.93,18.1,19.3,0.769,0.64,0.222,0.084,301.0,0.0,All,0,All,98.4,98.6,294.0,295.0,0.00922,0.01192,Peebles Test Operation,Site 4D,2004-07-24,2004-07-25,Yes,GE Reports R2004AE636 and R2006AE173,Block 1 Engines,Engine 994-110/1,,,,,,CF34-10E Block-1,75.44,64.124,22.631999999999998,5.2808
10GE129,10.0,General Electric Company,CF34-10E5,2253M21,TF,5.09,25.6,77.4,C,,,DTEPS,Yes,Out of production,,0.047,0.08,0.136,6.391,3.0,1.0,10.97,0.6,10.3,11.4,16.89,86.17,848.0,0.59,0.35,3.77,49.98,3.0,1.0,87.4,1.9,85.7,89.4,107.3,90.93,6761.0,18.66,15.54,8.08,3.51,3.0,1.0,36.7,0.42,36.2,37.0,42.5,46.6,58.25,68.13,75.19,87.4,2836.0,11.33,5.22,0.11,0.39,3.0,1.0,11.3,0.6,10.8,12.0,14.6,57.5,Jet A-1,1.92,1.92,16.3,17.4,0.789,0.65,0.221,0.084,303.0,0.0,All,0,All,97.2,97.9,296.0,300.0,0.0099,0.0127,Peebles Test Operation,Site 4D,2006-09-05,2006-09-10,Yes,GE Report R2006AE716,Block 2 Engines,Engine 994-251/1,Engines with 2253M21 combustor produced beginning August 2007,"Certification in accordance with Part III, Chapter 2, of Amendment 7 of ICAO Annex 16 Vol. II.","NOx levels in accordance with Part III, Chapter 2, 2.3.2 e)",,,CF34-10E Block-2,77.4,65.79,23.220000000000002,5.418000000000001
11GE142,11.0,General Electric Company,CF34-10E5,2253M21-PFN,TF,5.09,25.5,77.4,C,,,DTEPS,Yes,Out of production,,0.07,0.1,0.13,4.94,3.0,1.0,8.66,0.79,8.1,9.6,13.34,68.1,670.0,0.81,0.75,4.84,46.1,3.0,1.0,83.2,2.8,80.4,86.1,102.2,86.6,6439.0,17.78,14.97,7.59,3.55,3.0,1.0,35.6,0.25,35.4,35.9,41.3,45.4,56.7,66.4,73.0,85.1,2757.0,9.39,5.1,0.11,0.6,3.0,1.0,9.4,1.32,8.6,10.9,12.1,47.7,Jet A-1,1.92,1.92,15.9,17.5,0.792,0.653,0.223,0.085,306.0,0.0,All,0,All,97.2,97.9,292.0,298.0,0.0053,0.0078,Peebles Test Operation,Site 3C,2009-06-05,2009-06-06,Yes,GE Report R2008AE622Block 2 Engines,Engine 994-743/1,Engines with 2251M21 combustor or equivalent,Alternate fuel injector manufacturer,"Certification in accordance with Part III, Chapter 2, of Amendment 7 of ICAO Annex 16 Vol. II.","NOx levels in accordance with Part III, Chapter 2, 2.3.2 e)",,,CF34-10E Block-2 Alternate Injector,77.4,65.79,23.220000000000002,5.418000000000001
