uid,gsdb,manufacturer,engine,model,combustor,engine_type,bpr,opr,rated_thrust,data_status,data_superseded,superseded_uid,test_engine,icao_compliant_data,engine_status,engine_status_date,hc_number_tests,hc_number_engines,hc_dp_foo_average,hc_dp_foo_sigma,hc_dp_foo_min,hc_dp_foo_max,hc_characteristic,hc_margin,hc_total_mass,eico_number_tests,eico_number_engines,co_dp_foo_average,co_dp_foo_sigma,co_dp_foo_min,co_dp_foo_max,co_characteristic,co_margin,co_total_mass,nox_number_tests,nox_number_engines,nox_dp_foo_average,nox_dp_foo_sigma,nox_dp_foo_min,nox_dp_foo_max,nox_characteristic,nox_total_mass,nox_original_margin,nox_caep2_margin,nox_caep4_margin,nox_caep6_margin,nox_caep8_margin,sn_number_tests,sn_number_engines,sn_max,sn_sigma,sn_range_min,sn_range_max,sn_characteristic,sn_margin,fuel_specification,fuel_hc_ratio_min,fuel_hc_ratio_max,fuel_aromatic_min,fuel_aromatic_max,fuel_lto_cycle,loads_extraction,loads_extraction_power_setting,bleed_percentage,bleed_percentage_power_setting,ambient_pressure_min,ambient_pressure_max,ambient_temperature_min,ambient_temperature_max,ambient_humidity_min,ambient_humidity_max,test_organization,test_location,initial_test_date,final_test_date,fuel_venting_compliant
1GE001,1,General Electric Company,CF6-6,CF6-6D,,TF,5.9,24.7,174.8,PR,,,NME,Yes,Out of production,,7.0,7.0,33.3,3.5,,,36.7,187.4,5821.0,7.0,7.0,88.7,6.9,,,93.3,79.1,15496.0,7.0,7.0,66.4,2.3,,,68.9,11611.0,77.1,96.4,117.8,133.8,161.5,7.0,7.0,4.0,2.2,,,4.3,20.9,Jet A,1.93,1.93,18.7,18.7,648.0,0.0,,0,,99.15,100.46,280.0,301.0,0.003,0.015,Production Engine Test,Production Test Cells M34 & M35,1979-08-16,1979-11-19,
1GE002,1,General Electric Company,CF6-6,CF6-6D1A,,TF,5.9,25.4,181.9,PR,,,NME,Yes,Out of production,,7.0,7.0,30.9,3.5,,,34.1,173.9,5617.0,7.0,7.0,82.8,6.9,,,87.1,73.8,15066.0,7.0,7.0,69.0,2.3,,,71.6,12549.0,78.9,98.6,120.1,136.5,164.1,7.0,7.0,,2.2,,,,,Jet A,1.93,1.93,18.7,18.7,667.0,0.0,,0,,99.15,100.46,280.0,301.0,0.003,0.015,Production Engine Test,Production Test Cells M34 & M35,1979-08-16,1979-11-19,
1GE003,1,General Electric Company,CF6-6,CF6-6K,,TF,5.9,24.7,174.8,PR,,,NME,Yes,Out of production,,7.0,7.0,33.3,3.5,,,36.7,187.4,5821.0,7.0,7.0,88.7,6.9,,,93.3,79.1,15496.0,7.0,7.0,66.4,2.3,,,68.9,11611.0,77.1,96.4,117.8,133.8,161.5,7.0,7.0,4.0,2.2,,,4.3,20.9,Jet A,1.93,1.93,18.7,18.7,648.0,0.0,,0,,99.15,100.46,280.0,301.0,0.003,0.015,Production Engine Test,Production Test Cells M34 & M35,1979-08-16,1979-11-19,
1GE004,1,General Electric Company,CF6-6,CF6-6K2,,TF,5.9,25.4,181.9,PR,,,NME,Yes,Out of production,,7.0,7.0,30.9,3.5,,,34.1,173.9,5617.0,7.0,7.0,82.8,6.9,,,87.1,73.8,15066.0,7.0,7.0,69.0,2.3,,,71.6,12549.0,78.9,98.6,120.1,136.5,164.1,7.0,7.0,,2.2,,,,,Jet A,1.93,1.93,18.7,18.7,667.0,0.0,,0,,99.15,100.46,280.0,301.0,0.003,0.015,Production Engine Test,Production Test Cells M34 & M35,1979-08-16,1979-11-19,
1GE011,1,General Electric Company,CF6-80A,CF6-80A1,,TF,5.0,29.0,209.0,PR,,,NME,Yes,Out of production,,3.0,1.0,7.83,0.95,7.16,8.92,12.1,61.7,1636.0,3.0,1.0,35.5,0.4,35.0,35.9,43.6,36.9,7407.0,3.0,1.0,53.0,3.0,49.6,55.3,61.4,11066.0,62.7,78.3,93.9,106.7,126.1,1.0,1.0,12.0,,,,15.6,80.7,Jet A,1.93,1.93,17.1,17.1,709.0,0.0,,0,,99.08,99.78,275.0,277.0,0.002,0.002,Production Engine Test,Production Test Cells M35,1983-11-11,1983-11-12,
1GE012,1,General Electric Company,CF6-80A,CF6-80A2,,TF,5.0,30.1,216.5,PR,,,NME,Yes,Out of production,,3.0,1.0,7.58,0.96,6.91,8.69,11.7,59.7,1659.0,3.0,1.0,34.2,0.4,33.8,34.5,42.0,35.6,7398.0,3.0,1.0,55.5,2.9,52.4,58.1,64.3,11878.0,64.2,80.2,95.7,108.7,127.8,1.0,1.0,12.0,,,,15.6,81.4,Jet A,1.93,1.93,17.1,17.1,731.0,0.0,,0,,99.08,99.78,275.0,277.0,0.002,0.002,Production Engine Test,Production Test Cells M35,1983-11-11,1983-11-12,
1GE013,1,General Electric Company,CF6-80A,CF6-80A3,,TF,5.0,30.1,217.8,PR,,,NME,Yes,Out of production,,3.0,1.0,7.53,0.96,6.87,8.64,11.6,59.2,1659.0,3.0,1.0,34.0,0.4,33.6,34.3,41.7,35.3,7398.0,3.0,1.0,55.2,2.9,52.1,57.7,64.0,11878.0,63.9,79.8,95.2,108.2,127.2,1.0,1.0,12.0,,,,15.6,81.6,Jet A,1.93,1.93,17.1,17.1,731.0,0.0,,0,,99.08,99.78,275.0,277.0,0.002,0.002,Production Engine Test,Production Test Cells M35,1983-11-11,1983-11-12,
1GE014,1,General Electric Company,CF6-80C2A,CF6-80C2A1,,TF,5.1,30.96,257.4,C,,,NME,Yes,Out of production,,3.0,2.0,11.32,1.27,10.24,12.65,14.7,75.2,2915.0,3.0,2.0,53.04,3.04,50.41,55.78,60.4,51.2,13643.0,3.0,2.0,48.12,0.53,47.41,48.43,52.9,12382.0,51.9,64.9,76.8,86.9,101.7,3.0,2.0,8.2,1.2,6.0,8.2,9.6,52.6,Jet A,1.94,1.94,15.3,15.3,822.0,0.0,,0,,97.4,97.82,287.0,296.0,0.0084,0.014,CF6 Eval Engineering,"Site IIIC, PTO, Peebles, Ohio",1985-05-29,1985-06-03,
2GE036,2,General Electric Company,CF6-80C2A LEC,CF6-80C2A1,1862M39,TF,5.1,30.53,257.4,C,,,NME,Yes,Out of production,,4.0,2.0,2.07,0.234,1.94,2.45,2.7,13.7,536.0,4.0,2.0,25.37,1.18,24.3,27.1,28.9,24.5,6532.0,4.0,2.0,44.72,0.31,44.3,45.0,49.2,11514.0,48.7,60.8,72.3,81.9,96.1,4.0,2.0,7.0,0.74,6.1,7.8,8.2,44.9,Jet A,1.94,1.94,15.3,15.3,835.0,0.0,,0,,97.61,98.15,279.0,293.0,0.00457,0.00743,CF6 Eval Engineering,"Site IIIB, PTO Peebles",1995-01-13,1995-01-17,
1GE016,1,General Electric Company,CF6-80C2A,CF6-80C2A2,,TF,5.1,28.0,233.35,R,,,NME,Yes,Out of production,,3.0,2.0,13.5,1.25,12.42,14.6,17.6,89.6,3152.0,3.0,2.0,60.64,3.08,57.97,63.34,69.1,58.6,14152.0,3.0,2.0,41.68,0.42,41.31,42.14,45.8,9728.0,47.7,59.7,71.8,81.6,96.8,3.0,2.0,6.5,1.0,5.4,7.3,7.6,40.6,Jet A,1.94,1.94,15.3,15.3,753.0,0.0,,0,,97.4,97.82,287.0,296.0,0.0084,0.014,CF6 Eval Engineering,"Site IIIC, PTO, Peebles, Ohio",1985-05-29,1985-06-03,
2GE037,2,General Electric Company,CF6-80C2A LEC,CF6-80C2A2,1862M39,TF,5.1,27.79,233.35,C,,,NME,Yes,Out of production,,4.0,2.0,2.58,0.293,2.37,2.99,3.4,17.1,602.0,4.0,2.0,29.81,1.33,28.7,31.5,34.0,28.8,6958.0,4.0,2.0,40.01,0.236,39.7,40.3,44.0,9339.0,46.0,57.5,69.3,78.8,93.6,4.0,2.0,5.8,0.63,5.1,6.6,6.8,36.2,Jet A,1.94,1.94,15.3,15.3,765.0,0.0,,0,,97.61,98.15,279.0,293.0,0.00457,0.00743,CF6 Eval Engineering,"Site IIIB, PTO Peebles",1995-01-13,1995-01-17,
1GE017,1,General Electric Company,CF6-80C2A,CF6-80C2A3,,TF,5.1,31.64,262.22,C,Yes,1GE018,NME,Yes,Out of production,,3.0,2.0,11.3,1.29,9.85,12.32,14.7,75.0,2970.0,3.0,2.0,52.67,3.03,49.18,54.56,60.0,50.9,13838.0,3.0,2.0,49.91,0.4,49.63,50.42,54.9,13090.0,53.1,66.4,78.1,88.2,102.8,3.0,2.0,7.8,1.3,6.3,8.6,9.1,50.3,Jet A,1.94,1.94,15.3,15.3,838.0,0.0,,0,,97.4,97.82,287.0,296.0,0.0084,0.014,CF6 Eval Engineering,"Site IIIC, PTO, Peebles, Ohio",1985-05-29,1985-06-03,
1GE018,1,General Electric Company,CF6-80C2A,CF6-80C2A3,,TF,5.1,31.64,262.22,R,,,NME,Yes,Out of production,,3.0,2.0,10.94,1.29,9.85,12.32,14.2,72.6,2874.0,3.0,2.0,51.8,3.03,49.18,54.56,59.0,50.0,13611.0,3.0,2.0,49.84,0.44,49.63,50.42,54.8,13074.0,53.1,66.3,78.0,88.1,102.6,3.0,2.0,7.8,1.3,6.3,8.6,9.1,50.3,Jet A,1.94,1.94,15.3,15.3,838.0,0.0,,0,,97.4,97.82,287.0,296.0,0.0084,0.014,CF6 Eval Engineering,"Site IIIC, PTO, Peebles, Ohio",1985-05-29,1985-06-03,
2GE038,2,General Electric Company,CF6-80C2A LEC,CF6-80C2A3,1862M39,TF,5.1,31.09,262.22,C,,,NME,Yes,Out of production,,4.0,2.0,1.99,0.22,1.85,2.34,2.6,13.2,523.0,4.0,2.0,24.58,1.19,23.4,26.3,28.0,23.7,6450.0,4.0,2.0,46.03,0.56,45.5,46.8,50.6,12074.0,49.5,61.9,73.2,82.8,96.8,4.0,2.0,6.9,0.91,5.8,8.0,8.1,44.5,Jet A,1.94,1.94,15.3,15.3,851.0,0.0,,0,,97.61,98.15,279.0,293.0,0.00457,0.00743,CF6 Eval Engineering,"Site IIIB, PTO Peebles",1995-01-13,1995-01-17,
1GE020,1,General Electric Company,CF6-80C2A,CF6-80C2A5,,TF,5.1,31.58,267.3,R,,,NME,Yes,Out of production,,3.0,2.0,11.12,1.3,10.02,12.49,14.5,73.8,2966.0,3.0,2.0,52.35,3.03,49.73,55.2,59.6,50.5,13967.0,3.0,2.0,49.25,2.23,46.22,49.73,54.2,12735.0,52.5,65.6,77.2,87.2,101.7,3.0,2.0,7.8,1.3,6.1,8.4,9.1,50.6,Jet A,1.94,1.94,15.3,15.3,871.0,0.0,,0,,97.4,97.82,287.0,296.0,0.0084,0.014,CF6 Eval Engineering,"Site IIIC, PTO, Peebles, Ohio",1985-05-29,1985-06-03,
2GE039,2,General Electric Company,CF6-80C2A LEC,CF6-80C2A5,1862M39,TF,5.1,31.66,267.34,C,,,NME,Yes,Out of production,,4.0,2.0,1.9,0.209,1.76,2.24,2.5,12.6,509.0,4.0,2.0,23.78,1.96,22.6,25.5,27.1,23.0,6367.0,4.0,2.0,47.28,0.5,46.7,47.9,52.0,12640.0,50.3,62.9,73.9,83.5,97.3,4.0,2.0,6.9,0.91,5.9,8.2,8.1,44.8,Jet A,1.94,1.94,15.3,15.3,866.0,0.0,,0,,97.61,98.15,279.0,293.0,0.00457,0.00743,CF6 Eval Engineering,"Site IIIB, PTO Peebles",1995-01-13,1995-01-17,
3GE056,3,General Electric Company,CF6-80C2A LEC,CF6-80C2A5F,1862M39,TF,5.1,32.88,271.88,C,,,NME,Yes,Out of production,,4.0,2.0,1.63,,,,2.1,10.7,440.0,4.0,2.0,22.68,,,,25.8,21.9,6156.0,4.0,2.0,47.07,,,,51.8,12796.0,49.0,61.2,71.2,80.0,92.7,4.0,2.0,7.4,,,,8.7,48.3,Jet A,1.94,1.94,15.3,15.3,897.0,0.0,,0,,97.61,98.15,279.0,293.0,0.0046,0.0074,CF6 Eval Engineering,"Site IIIB, PTO, Peebles, Ohio",1995-01-13,1995-01-17,
1GE021,1,General Electric Company,CF6-80C2A,CF6-80C2A8,,TF,5.1,31.0,257.4,C,,,NME,Yes,Out of production,,3.0,2.0,11.6,1.31,10.52,13.0,15.1,77.0,3005.0,3.0,2.0,54.4,3.09,51.75,57.31,62.0,52.5,14039.0,3.0,2.0,45.8,1.75,44.33,47.72,50.4,11797.0,49.4,61.7,73.0,82.6,96.7,3.0,2.0,8.2,,,,9.6,52.6,Jet A,1.94,1.94,15.3,15.3,840.0,0.0,,0,,97.4,97.82,287.0,296.0,0.0084,0.014,CF6 Eval Engineering,"Site IIIC, PTO, Peebles, Ohio",1985-05-29,1985-06-03,
2GE040,2,General Electric Company,CF6-80C2A LEC,CF6-80C2A8,1862M39,TF,5.1,30.45,257.37,C,,,NME,Yes,Out of production,,4.0,2.0,2.08,0.233,1.94,2.45,2.7,13.8,536.0,4.0,2.0,25.35,1.18,24.3,27.1,28.9,24.5,6532.0,4.0,2.0,44.63,0.312,44.2,44.9,49.1,11491.0,48.6,60.8,72.3,82.0,96.2,4.0,2.0,7.0,0.739,6.0,7.8,8.2,44.9,Jet A,1.94,1.94,15.3,15.3,835.0,0.0,,0,,97.61,98.15,279.0,293.0,0.00457,0.00743,CF6 Eval Engineering,"Site IIIB, PTO Peebles",1995-01-13,1995-01-17,
1GE022,1,General Electric Company,CF6-80C2B,CF6-80C2B1,,TF,5.1,30.08,249.0,C,,,NME,Yes,Out of production,,3.0,2.0,11.89,1.31,10.77,13.2,15.5,78.9,2953.0,3.0,2.0,55.35,2.97,52.78,57.98,63.1,53.4,13757.0,3.0,2.0,41.79,2.02,40.17,44.18,46.0,10400.0,45.9,57.3,68.4,77.7,91.5,3.0,2.0,7.1,1.1,5.7,7.6,8.3,45.2,Jet A,1.94,1.94,15.3,15.3,797.0,0.0,,0,,97.4,97.82,287.0,296.0,0.0084,0.014,CF6 Eval Engineering,"Site IIIC, PTO, Peebles, Ohio",1985-05-29,1985-06-03,
2GE041,2,General Electric Company,CF6-80C2B LEC,CF6-80C2B1,1862M39,TF,5.1,29.53,249.01,C,,,NME,Yes,Out of production,,4.0,2.0,2.25,0.22,2.12,2.65,2.9,14.9,561.0,4.0,2.0,26.85,1.19,25.9,28.6,30.6,25.9,6681.0,4.0,2.0,43.05,0.276,42.7,43.3,47.3,10719.0,47.8,59.7,71.5,81.2,95.6,4.0,2.0,6.7,0.525,6.3,7.5,7.9,42.6,Jet A,1.94,1.94,15.3,15.3,811.0,0.0,,0,,97.61,98.15,279.0,293.0,0.00457,0.00743,CF6 Eval Engineering,"Site IIIB, PTO Peebles",1995-01-13,1995-01-17,
1GE024,1,General Electric Company,CF6-80C2B,CF6-80C2B1F,,TF,5.1,30.13,254.3,R,,,NME,Yes,Out of production,,3.0,2.0,12.3,1.25,11.22,13.48,16.0,81.7,3127.0,3.0,2.0,56.09,3.0,53.51,58.88,63.9,54.2,14270.0,3.0,2.0,41.38,1.98,39.83,43.77,45.5,10528.0,45.4,56.7,67.7,76.8,90.3,3.0,2.0,7.1,1.1,5.7,7.5,8.3,45.4,Jet A,1.94,1.94,15.3,15.3,809.0,0.0,,0,,97.4,97.82,287.0,296.0,0.0084,0.014,CF6 Eval Engineering,"Site IIIC, PTO, Peebles, Ohio",1985-05-29,1985-06-03,
1GE025,1,General Electric Company,CF6-80C2B,CF6-80C2B2,,TF,5.1,27.74,231.1,C,,,NME,Yes,Out of production,,3.0,2.0,14.75,1.25,13.68,16.01,19.2,97.9,3407.0,3.0,2.0,64.67,2.94,62.12,67.28,73.7,62.4,14929.0,3.0,2.0,38.08,1.84,36.7,40.37,41.9,8796.0,43.9,54.8,66.1,75.1,89.3,3.0,2.0,5.8,0.95,4.6,6.3,6.8,36.1,Jet A,1.94,1.94,15.3,15.3,760.0,0.0,,0,,97.4,97.82,287.0,296.0,0.0084,0.014,CF6 Eval Engineering,"Site IIIC, PTO, Peebles, Ohio",1985-05-29,1985-06-03,
2GE042,2,General Electric Company,CF6-80C2B LEC,CF6-80C2B2,1862M39,TF,5.1,27.53,231.08,C,,,NME,Yes,Out of production,,4.0,2.0,2.67,0.34,2.43,3.15,3.5,17.7,617.0,4.0,2.0,30.46,1.48,29.3,32.4,34.7,29.4,7024.0,4.0,2.0,39.7,0.234,39.4,40.0,43.7,9169.0,45.9,57.4,69.2,78.7,93.7,4.0,2.0,5.6,0.608,5.0,6.4,6.6,34.9,Jet A,1.94,1.94,15.3,15.3,758.0,0.0,,0,,97.61,98.15,279.0,293.0,0.00457,0.00743,CF6 Eval Engineering,"Site IIIB, PTO Peebles",1995-01-13,1995-01-17,
1GE026,1,General Electric Company,CF6-80C2B,CF6-80C2B2F,,TF,5.1,27.52,231.35,C,,,NME,Yes,Out of production,,3.0,2.0,14.99,1.24,13.96,16.37,19.5,99.5,3467.0,3.0,2.0,64.51,2.89,62.01,67.13,73.5,62.3,14928.0,3.0,2.0,36.14,1.7,34.8,36.75,39.7,8361.0,41.8,52.3,63.0,71.6,85.1,3.0,2.0,5.7,1.0,4.4,6.1,6.7,35.5,Jet A,1.94,1.94,15.3,15.3,735.0,0.0,,0,,97.4,97.82,287.0,296.0,0.0084,0.014,CF6 Eval Engineering,"Site IIIC, PTO, Peebles, Ohio",1985-05-29,1985-06-03,
2GE046,2,General Electric Company,CF6-80C2B LEC,CF6-80C2B2F,1862M39,TF,5.1,27.6,231.35,C,,,NME,Yes,Out of production,,4.0,2.0,2.49,0.279,2.3,2.89,3.2,16.5,579.0,4.0,2.0,29.0,1.3,27.9,30.7,33.0,28.0,6717.0,4.0,2.0,39.73,0.24,39.5,40.1,43.7,9192.0,45.9,57.4,69.2,78.6,93.5,4.0,2.0,5.7,0.61,5.0,6.4,6.7,35.5,Jet A,1.94,1.94,15.3,15.3,760.0,0.0,,0,,97.61,98.15,279.0,293.0,0.00457,0.00743,CF6 Eval Engineering,"Site IIIB, PTO Peebles",1995-01-13,1995-01-17,
1GE027,1,General Electric Company,CF6-80C2B,CF6-80C2B4,,TF,5.1,30.36,254.35,C,,,NME,Yes,Out of production,,3.0,2.0,12.15,1.27,11.05,13.37,15.8,80.7,3088.0,3.0,2.0,55.86,3.05,53.22,58.61,63.6,53.9,14193.0,3.0,2.0,44.08,2.12,42.3,46.38,48.5,11211.0,48.1,60.2,71.6,81.2,95.4,3.0,2.0,7.2,1.1,5.8,7.7,8.4,46.1,Jet A,1.94,1.94,15.3,15.3,830.0,0.0,,0,,97.4,97.82,287.0,296.0,0.0084,0.014,CF6 Eval Engineering,"Site IIIC, PTO, Peebles, Ohio",1985-05-29,1985-06-03,
2GE043,2,General Electric Company,CF6-80C2B LEC,CF6-80C2B4,1862M39,TF,5.1,30.14,254.35,C,,,NME,Yes,Out of production,,4.0,2.0,2.1,0.235,1.96,2.48,2.7,13.9,535.0,4.0,2.0,25.68,1.2,24.6,27.4,29.3,24.8,6538.0,4.0,2.0,44.12,0.304,43.7,44.4,48.5,11226.0,48.4,60.5,72.1,81.9,96.2,4.0,2.0,6.9,0.624,6.2,7.7,8.1,44.2,Jet A,1.94,1.94,15.3,15.3,828.0,0.0,,0,,97.61,98.15,279.0,293.0,0.00457,0.00743,CF6 Eval Engineering,"Site IIIB, PTO Peebles",1995-01-13,1995-01-17,
1GE028,1,General Electric Company,CF6-80C2B,CF6-80C2B4F,,TF,5.1,30.17,254.79,C,,,NME,Yes,Out of production,,3.0,2.0,12.47,1.19,11.44,13.52,16.2,82.8,3176.0,3.0,2.0,55.95,2.85,53.49,58.62,63.7,54.0,14251.0,3.0,2.0,41.73,1.9,40.25,44.03,45.9,10635.0,45.7,57.2,68.1,77.4,91.0,3.0,2.0,7.3,1.1,5.9,7.8,8.6,46.7,Jet A,1.94,1.94,15.3,15.3,799.0,0.0,,0,,97.4,97.82,287.0,296.0,0.0084,0.014,CF6 Eval Engineering,"Site IIIC, PTO, Peebles, Ohio",1985-05-29,1985-06-03,
2GE047,2,General Electric Company,CF6-80C2B LEC,CF6-80C2B4F,1862M39,TF,5.1,30.22,254.79,C,,,NME,Yes,Out of production,,4.0,2.0,2.0,0.223,1.86,2.36,2.6,13.3,513.0,4.0,2.0,24.73,1.19,23.6,26.5,28.2,23.9,6317.0,4.0,2.0,43.7,0.29,43.3,44.0,48.1,11137.0,47.8,59.8,71.3,80.9,95.1,4.0,2.0,6.9,0.64,6.2,7.7,8.1,44.2,Jet A,1.94,1.94,15.3,15.3,830.0,0.0,,0,,97.61,98.15,279.0,293.0,0.00457,0.00743,CF6 Eval Engineering,"Site IIIB, PTO Peebles",1995-01-13,1995-01-17,
1GE029,1,General Electric Company,CF6-80C2B,CF6-80C2B6,,TF,5.1,31.56,267.2,C,,,NME,Yes,Out of production,,3.0,2.0,11.12,1.3,10.02,12.49,14.5,73.8,2966.0,3.0,2.0,52.36,3.03,49.74,55.21,59.7,50.6,13970.0,3.0,2.0,46.26,2.16,44.57,48.88,50.9,12362.0,49.3,61.7,72.5,81.9,95.6,3.0,2.0,7.8,1.3,6.1,8.4,9.1,50.6,Jet A,1.94,1.94,15.3,15.3,871.0,0.0,,0,,97.4,97.82,287.0,296.0,0.0084,0.014,CF6 Eval Engineering,"Site IIIC, PTO, Peebles, Ohio",1985-05-29,1985-06-03,
2GE044,2,General Electric Company,CF6-80C2B LEC,CF6-80C2B6,1862M39,TF,5.1,31.66,267.2,C,,,NME,Yes,Out of production,,4.0,2.0,1.9,0.209,1.76,2.24,2.5,12.6,509.0,4.0,2.0,23.8,1.196,22.6,25.5,27.1,23.0,6367.0,4.0,2.0,47.3,0.5,46.7,47.9,52.0,12640.0,50.3,62.9,74.0,83.5,97.3,4.0,2.0,6.9,0.914,5.9,8.2,8.1,44.8,Jet A,1.94,1.94,15.3,15.3,866.0,0.0,,0,,97.61,98.15,279.0,293.0,0.00457,0.00743,CF6 Eval Engineering,"Site IIIB, PTO Peebles",1995-01-13,1995-01-17,
1GE030,1,General Electric Company,CF6-80C2B,CF6-80C2B6F,,TF,5.1,31.79,267.03,C,,,NME,Yes,Out of production,,3.0,2.0,11.4,1.19,10.37,12.53,14.8,75.7,3041.0,3.0,2.0,52.18,2.8,49.76,54.85,59.5,50.4,13931.0,3.0,2.0,45.43,1.98,43.9,47.85,50.0,12134.0,48.2,60.3,70.8,79.9,93.1,3.0,2.0,8.2,1.4,6.3,8.9,9.6,53.2,Jet A,1.94,1.94,15.3,15.3,834.0,0.0,,0,,97.4,97.82,287.0,296.0,0.0084,0.014,CF6 Eval Engineering,"Site IIIC, PTO, Peebles, Ohio",1985-05-29,1985-06-03,
2GE054,2,General Electric Company,CF6-80C2B,CF6-80C2B7F,,TF,5.1,31.79,267.03,C,,,NME,Yes,Out of production,,3.0,2.0,11.4,1.19,10.37,12.53,14.8,75.5,3041.0,3.0,2.0,52.18,2.8,49.76,54.85,59.5,50.4,13931.0,3.0,2.0,45.43,1.98,43.9,47.85,50.0,12134.0,48.3,60.3,70.8,79.9,93.1,3.0,2.0,8.2,1.4,6.3,8.9,9.6,53.1,Jet A,1.94,1.94,15.3,15.3,834.0,0.0,,0,,97.4,97.82,287.0,296.0,0.0084,0.014,CF6 Eval Engineering,"Site IIIC, PTO, Peebles, Ohio",1985-05-29,1985-06-03,
2GE055,2,General Electric Company,CF6-80C2B LEC,CF6-80C2B7F,1862M39,TF,5.1,31.72,267.03,C,,,NME,Yes,Out of production,,4.0,2.0,1.83,0.207,1.68,2.16,2.4,12.1,490.0,4.0,2.0,23.04,1.19,21.9,24.7,26.3,22.2,6166.0,4.0,2.0,46.51,0.351,46.0,46.8,51.1,12420.0,49.4,61.8,72.6,82.0,95.4,4.0,2.0,6.9,0.915,5.9,8.2,8.1,44.7,Jet A,1.94,1.94,15.3,15.3,867.0,0.0,,0,,97.61,98.15,279.0,293.0,0.00457,0.00743,CF6 Eval Engineering,"Site IIIB, PTO Peebles",1995-01-13,1995-01-17,
8GE101,8,General Electric Company,CF6-80C2B LEC,CF6-80C2B8F,1862M39,TF,5.1,31.37,267.0,C,,,NME,Yes,Out of production,,7.0,3.0,1.48,,,,1.72,8.8,394.0,7.0,3.0,21.0,,,,22.71,19.2,5615.0,7.0,3.0,45.65,,,,48.35,12213.0,47.1,58.8,69.3,78.4,91.5,7.0,3.0,5.84,,,,6.42,35.5,Jet A,1.94,1.94,15.3,15.3,870.0,0.0,All,0,All,97.0,98.0,279.8,293.0,0.00434,0.00743,CF6 Eval Engineering,PTO Site 3B Peebles,1996-01-13,1996-03-16,Yes
3GE058,3,General Electric Company,CF6-80C2B LEC,CF6-80C2B8FA,1862M39,TF,5.1,31.71,267.02,C,,,NME,Yes,Out of production,,4.0,2.0,1.83,,,,2.4,12.2,489.0,4.0,2.0,23.19,,,,26.4,22.4,6185.0,4.0,2.0,46.43,,,,51.1,12400.0,49.4,61.8,72.6,81.9,95.4,4.0,2.0,7.2,,,,8.4,46.4,Jet A,1.94,1.94,15.3,15.3,874.0,0.0,,0,,97.61,98.15,279.0,293.0,0.0046,0.0074,CF6 Eval Engineering,"Site IIIB, PTO, Peebles, Ohio",1995-01-13,1995-01-17,
1GE031,1,General Electric Company,,CF6-80C2D1F,,TF,5.1,32.86,269.96,C,,,NME,Yes,Out of production,,3.0,2.0,10.46,1.21,9.43,11.73,13.6,69.4,2822.0,3.0,2.0,49.21,2.83,46.76,51.89,56.1,47.5,13279.0,3.0,2.0,47.1,2.16,45.47,49.65,51.8,12714.0,49.0,61.2,71.2,80.1,92.8,3.0,2.0,8.2,1.4,6.35,8.85,9.6,53.3,Jet A,1.94,1.94,15.3,15.3,845.0,0.0,,0,,97.4,97.82,287.0,296.0,0.0084,0.014,CF6 Eval Engineering,"Site IIIC, PTO, Peebles, Ohio",1985-05-29,1985-06-03,
2GE049,2,General Electric Company,,CF6-80C2D1F,1862M39,TF,5.1,32.05,269.96,C,,,NME,Yes,Out of production,,4.0,2.0,1.76,0.196,1.62,2.07,2.3,11.7,478.0,4.0,2.0,22.53,1.21,21.3,24.2,25.7,21.8,6093.0,4.0,2.0,47.13,0.581,46.5,47.9,51.8,12724.0,49.8,62.2,72.9,82.2,95.5,4.0,2.0,7.0,0.908,6.1,8.3,8.2,45.5,Jet A,1.94,1.94,15.3,15.3,876.0,0.0,,0,,97.61,98.15,279.0,293.0,0.00457,0.00743,CF6 Eval Engineering,"Site IIIB, PTO Peebles",1995-01-13,1995-01-17,
1GE032,1,General Electric Company,CF6-80E,CF6-80E1A1,,TF,5.1,32.44,281.5,C,,,NME,Yes,Out of production,,3.0,2.0,12.07,5.0,7.5,16.4,15.7,80.1,3463.0,3.0,2.0,54.36,8.8,46.7,62.3,61.9,52.5,15678.0,3.0,2.0,53.74,1.1,52.4,54.5,59.1,15429.0,56.3,70.4,82.2,92.6,107.5,3.0,2.0,9.7,2.7,7.4,12.3,11.4,63.8,Jet A,1.89,1.89,16.4,16.4,928.0,0.0,,0,,97.66,97.99,292.0,296.0,0.012,0.015,CF6 Eval Engineering,"Sites IIIC & IIID, Peebles Test Facility",1992-06-08,1992-08-04,
2GE050,2,General Electric Company,CF6-80E LEC,CF6-80E1A1,1862M39,TF,5.1,32.46,281.53,C,,,NME,Yes,Out of production,,4.0,2.0,1.76,0.186,1.44,1.88,2.3,11.7,494.0,4.0,2.0,23.32,1.24,19.8,22.7,26.6,22.5,6565.0,4.0,2.0,47.0,0.383,45.0,45.8,51.7,13232.0,49.3,61.6,71.9,80.9,93.9,4.0,2.0,6.9,1.07,6.5,8.7,8.1,45.4,Jet A,1.94,1.94,15.3,15.3,928.0,0.0,,0,,97.61,98.15,279.0,293.0,0.00457,0.00743,CF6 Eval Engineering,"Site IIIB, PTO Peebles",1995-01-13,1995-01-17,
