uid,gsdb,manufacturer,engine,model,combustor,engine_type,bpr,opr,rated_thrust,data_status,data_superseded,superseded_uid,test_engine,icao_compliant_data,engine_status,engine_status_date,hc_number_tests,hc_number_engines,hc_dp_foo_average,hc_dp_foo_sigma,hc_dp_foo_min,hc_dp_foo_max,hc_characteristic,hc_margin,hc_total_mass,eico_number_tests,eico_number_engines,co_dp_foo_average,co_dp_foo_sigma,co_dp_foo_min,co_dp_foo_max,co_characteristic,co_margin,co_total_mass,nox_number_tests,nox_number_engines,nox_dp_foo_average,nox_dp_foo_sigma,nox_dp_foo_min,nox_dp_foo_max,nox_characteristic,nox_total_mass,nox_original_margin,nox_caep2_margin,nox_caep4_margin,nox_caep6_margin,nox_caep8_margin,sn_number_tests,sn_number_engines,sn_max,sn_sigma,sn_range_min,sn_range_max,sn_characteristic,sn_margin,fuel_specification,fuel_hc_ratio_min,fuel_hc_ratio_max,fuel_aromatic_min,fuel_aromatic_max,fuel_lto_cycle,loads_extraction,loads_extraction_power_setting,bleed_percentage,bleed_percentage_power_setting,ambient_pressure_min,ambient_pressure_max,ambient_temperature_min,ambient_temperature_max,ambient_humidity_min,ambient_humidity_max,test_organization,test_location,initial_test_date,final_test_date,fuel_venting_compliant
11GE135,11,General Electric Company,GEnx-1B,GEnx-1B58,TAPS,TF,9.2,37.2,271.3,C,,,NME/DTEPS,Yes,Out of production,,3.0,1.0,1.26,0.08,1.18,1.35,1.94,9.9,342.0,3.0,1.0,29.1,0.7,28.5,29.8,35.7,30.3,7897.0,3.0,1.0,23.14,0.02,23.13,23.17,26.8,6279.0,23.4,29.3,32.9,36.5,41.5,3.0,1.0,2.3,1.1,1.1,3.3,2.9,16.1,Jet A,1.89,1.89,15.3,15.3,734.0,0.0,All,0,All,97.4,98.6,280.5,299.0,0.00345,0.00716,General Electric Company,"PTO, Ohio",2009-09-29,2009-10-03,Yes
11GE136,11,General Electric Company,GEnx-1B,GEnx-1B64,TAPS,TF,9.0,40.6,298.0,C,,,NME/DTEPS,Yes,Out of production,,3.0,1.0,0.89,0.05,0.85,0.95,1.37,7.0,265.0,3.0,1.0,24.38,0.5,23.91,24.91,29.9,25.3,7266.0,3.0,1.0,28.77,0.13,28.63,28.86,33.4,8576.0,27.6,34.4,37.9,41.7,46.8,3.0,1.0,4.0,1.2,2.89,5.29,5.2,29.6,Jet A,1.89,1.89,15.3,15.3,796.0,0.0,All,0,All,97.4,98.6,280.5,299.0,0.00345,0.00716,General Electric Company,"PTO, Ohio",2009-09-29,2009-10-03,Yes
11GE137,11,General Electric Company,GEnx-1B,GEnx-1B67,TAPS,TF,8.9,41.9,308.7,C,,,NME/DTEPS,Yes,Out of production,,3.0,1.0,0.79,0.05,0.75,0.84,1.21,6.2,244.0,3.0,1.0,22.9,0.5,22.47,23.38,28.1,23.8,7071.0,3.0,1.0,31.61,0.19,31.4,31.75,36.6,9759.0,29.6,37.0,40.3,44.2,49.5,3.0,1.0,4.8,1.2,3.74,6.07,6.1,35.1,Jet A,1.89,1.89,15.3,15.3,822.0,0.0,All,0,All,97.4,98.6,280.5,299.0,0.00345,0.00716,General Electric Company,"PTO, Ohio",2009-09-29,2009-10-03,Yes
11GE138,11,General Electric Company,GEnx-1B,GEnx-1B70,TAPS,TF,8.8,43.5,321.6,C,,,NME/DTEPS,Yes,Out of production,,3.0,1.0,0.69,0.04,0.66,0.73,1.06,5.4,221.0,3.0,1.0,21.31,0.4,20.92,21.74,26.2,22.2,6853.0,3.0,1.0,35.63,0.28,35.31,35.85,41.3,11457.0,32.5,40.6,43.9,48.0,53.6,3.0,1.0,5.6,1.2,4.72,6.96,7.3,42.5,Jet A,1.89,1.89,15.3,15.3,854.0,0.0,All,0,All,97.4,98.6,280.5,299.0,0.00345,0.00716,General Electric Company,"PTO, Ohio",2009-09-29,2009-10-03,Yes
11GE139,11,General Electric Company,GEnx-2B,GEnx-2B67,TAPS,TF,8.0,42.4,299.8,C,,,NME/DTEPS,Yes,Out of production,,3.0,1.0,0.7,0.04,0.67,0.74,1.07,5.5,208.0,3.0,1.0,22.98,5.38184453251923,22.57,23.44,28.21,23.9,6890.0,3.0,1.0,36.62,0.2,36.35,36.79,42.44,10978.0,34.0,42.5,46.2,50.7,56.7,3.0,1.0,5.54,1.2,4.61,6.86,7.14,40.8,Jet A,1.89,1.89,15.3,15.3,874.0,0.0,All,0,All,97.4,98.6,280.5,299.0,0.00345,0.00716,General Electric Company,"PTO, Ohio",2009-09-29,2009-10-03,Yes
12GE148,12,General Electric Company,GEnx-1B PIP-1,GEnx-1B54/P1,TAPS,TF,9.4,35.1,255.3,C,,,NME/DTEPS,Yes,Out of production,,3.0,1.0,1.28,0.08,1.2,1.37,1.97,10.05,326.0,3.0,1.0,31.4,0.68,30.78,32.13,38.55,32.67,8018.0,3.0,1.0,21.76,0.05,21.71,21.8,25.23,5556.0,22.89,28.62,32.68,36.48,41.83,3.0,1.0,7.6,2.0,5.26,8.96,9.8,53.52,Jet A,1.89,1.89,15.3,15.3,719.0,0.0,All,0,All,97.4,98.6,280.5,299.0,0.00345,0.00716,General Electric Company,"PTO, Ohio",2009-09-29,2009-10-03,Yes
12GE149,12,General Electric Company,GEnx-1B PIP-1,GEnx-1B58/P1,TAPS,TF,9.2,37.1,271.3,C,,,NME/DTEPS,Yes,Out of production,,3.0,1.0,1.02,0.06,0.97,1.09,1.58,8.06,278.0,3.0,1.0,27.82,0.58,27.29,28.44,34.14,28.93,7548.0,3.0,1.0,24.59,0.03,24.58,24.63,28.51,6673.0,24.96,31.21,35.11,38.97,44.33,3.0,1.0,7.6,2.0,5.26,8.96,9.8,54.42,Jet A,1.89,1.89,15.3,15.3,756.0,0.0,All,0,All,97.4,98.6,280.5,299.0,0.00345,0.00716,General Electric Company,"PTO, Ohio",2009-09-29,2009-10-03,Yes
12GE150,12,General Electric Company,GEnx-1B PIP-1,GEnx-1B64/P1,TAPS,TF,9.0,40.5,298.0,C,,,NME/DTEPS,Yes,Out of production,,3.0,1.0,0.75,0.04,0.72,0.8,1.16,5.92,224.0,3.0,1.0,23.5,0.46,23.07,23.99,28.84,24.44,7003.0,3.0,1.0,30.36,0.14,30.21,30.46,35.19,9049.0,29.08,36.35,39.99,44.01,49.48,3.0,1.0,7.6,2.0,5.26,8.96,9.8,55.84,Jet A,1.89,1.89,15.3,15.3,819.0,0.0,All,0,All,97.4,98.6,280.5,299.0,0.00345,0.00716,General Electric Company,"PTO, Ohio",2009-09-29,2009-10-03,Yes
12GE151,12,General Electric Company,GEnx-1B PIP-1,GEnx-1B67/P1,TAPS,TF,8.9,41.9,308.7,C,,,NME/DTEPS,Yes,Out of production,,3.0,1.0,0.67,0.04,0.65,0.72,1.04,5.31,208.0,3.0,1.0,22.09,0.43,21.69,22.54,27.12,22.98,6821.0,3.0,1.0,33.19,0.2,32.96,3.33,38.47,10244.0,31.07,38.84,42.37,46.48,52.04,3.0,1.0,7.6,2.05,5.26,8.96,9.8,56.38,Jet A,1.89,1.89,15.3,15.3,845.0,0.0,All,0,All,97.4,98.6,280.5,299.0,0.00345,0.00716,General Electric Company,"PTO, Ohio",2009-09-29,2009-10-03,Yes
12GE152,12,General Electric Company,GEnx-1B PIP-1,GEnx-1B70/P1,TAPS,TF,8.8,43.5,321.6,C,,,NME/DTEPS,Yes,Out of production,,3.0,1.0,0.6,0.03,0.58,0.63,0.92,4.69,192.0,3.0,1.0,20.59,0.39,20.22,21.0,25.28,21.42,6623.0,3.0,1.0,37.17,0.29,36.84,37.4,43.08,11953.0,33.92,42.4,45.83,50.12,55.86,3.0,1.0,7.6,2.05,5.26,8.96,9.8,57.02,Jet A,1.89,1.89,15.3,15.3,876.0,0.0,All,0,All,97.4,98.6,280.5,299.0,0.00345,0.00716,General Electric Company,"PTO, Ohio",2009-09-29,2009-10-03,Yes
12GE153,12,General Electric Company,GEnx-1B PIP-1,GEnx-1B70/72/P1,TAPS,TF,8.8,43.5,321.6,C,,,NME/DTEPS,Yes,Out of production,,3.0,1.0,0.6,0.03,0.58,0.63,0.92,4.69,192.0,3.0,1.0,20.59,0.39,20.22,21.0,25.28,21.42,6623.0,3.0,1.0,37.17,0.29,36.84,37.4,43.08,11953.0,33.92,42.4,45.83,50.12,55.86,3.0,1.0,7.6,2.05,5.26,8.96,9.8,57.02,Jet A,1.89,1.89,15.3,15.3,876.0,0.0,All,0,All,97.4,98.6,280.5,299.0,0.00345,0.00716,General Electric Company,"PTO, Ohio",2009-09-29,2009-10-03,Yes
12GE154,12,General Electric Company,GEnx-1B PIP-1,GEnx-1B70/75/P1,TAPS,TF,8.8,43.5,321.6,C,,,NME/DTEPS,Yes,Out of production,,3.0,1.0,0.6,0.03,0.58,0.63,0.92,3.98,192.0,3.0,1.0,20.59,0.39,20.22,21.0,25.28,21.42,6623.0,3.0,1.0,37.17,0.29,36.84,37.4,43.08,11953.0,33.92,42.4,45.83,50.12,55.86,3.0,1.0,7.6,2.05,5.26,8.96,9.8,57.02,Jet A,1.89,1.89,15.3,15.3,876.0,0.0,All,0,All,97.4,98.6,280.5,299.0,0.00345,0.00716,General Electric Company,"PTO, Ohio",2009-09-29,2009-10-03,Yes
12GE155,12,General Electric Company,GEnx-1B PIP-1,GEnx-1B74/75/P1,TAPS,TF,8.8,46.0,341.2,C,,,NME/DTEPS,Yes,Out of production,,3.0,1.0,0.51,0.03,0.49,0.54,0.78,3.98,173.0,3.0,1.0,18.66,0.35,18.33,19.02,22.9,19.41,6367.0,3.0,1.0,44.75,0.44,44.26,45.11,51.87,15268.0,39.3,49.12,52.39,57.03,63.16,3.0,1.0,7.6,2.05,5.26,8.96,9.8,57.95,Jet A,1.89,1.89,15.3,15.3,926.0,0.0,All,0,All,97.4,98.6,280.5,299.0,0.00345,0.00716,General Electric Company,"PTO, Ohio",2009-09-29,2009-10-03,Yes
12GE156,12,General Electric Company,GEnx-1B PIP-1,GEnx-1B75/P1,TAPS,TF,8.8,46.5,345.2,C,,,NME/DTEPS,Yes,Out of production,,3.0,1.0,0.49,0.03,0.47,0.52,0.76,3.98,170.0,3.0,1.0,18.3,0.34,17.98,18.66,22.47,19.0,6318.0,3.0,1.0,46.62,0.46,46.11,47.0,54.04,16093.0,40.6,50.8,54.0,58.8,65.0,3.0,1.0,7.6,2.05,5.26,8.96,9.8,58.1,Jet A,1.89,1.89,15.3,15.3,936.0,0.0,All,0,All,97.4,98.6,280.5,299.0,0.00345,0.00716,General Electric Company,"PTO, Ohio",2009-09-29,2009-10-03,Yes
01P17GE204,17,General Electric Company,GEnx-1B PIP-2,GEnx-1B54/P2,TAPS,TF,9.39,35.5,255.3,C,,,NME/DTEPS,Yes,,,3.0,1.0,0.77,0.07,0.7,0.83,1.19,6.07,197.0,3.0,1.0,23.2,0.092,23.11,23.29,28.48,24.14,5928.0,3.0,1.0,24.97,0.09,24.88,25.06,28.94,6374.0,26.07,32.59,37.1,41.37,47.35,3.0,1.0,0.58,0.34,0.35,0.97,0.75,4.1,Jet A,1.89,1.89,15.4,15.4,727.0,0.0,All,0,All,98.1,98.5,295.1,298.8,0.01189,0.01439,General Electric Company,"PTO, Ohio",2012-06-19,2012-06-21,Yes
01P17GE205,17,General Electric Company,GEnx-1B PIP-2,GEnx-1B58/P2,TAPS,TF,9.24,37.5,271.3,C,,,NME/DTEPS,Yes,,,3.0,1.0,0.73,0.06,0.66,0.78,1.12,5.71,197.0,3.0,1.0,21.18,0.048,21.12,21.21,25.99,22.03,5750.0,3.0,1.0,27.37,0.13,27.24,27.5,31.73,7426.0,27.59,34.49,38.7,42.9,48.73,3.0,1.0,0.58,0.34,0.35,0.97,0.75,4.17,Jet A,1.89,1.89,15.4,15.4,756.0,0.0,All,0,All,98.1,98.5,295.1,298.8,0.01189,0.01439,General Electric Company,"PTO, Ohio",2012-06-19,2012-06-21,Yes
01P17GE206,17,General Electric Company,GEnx-1B PIP-2,GEnx-1B64/P2,TAPS,TF,9.01,40.9,298.0,C,,,NME/DTEPS,Yes,,,3.0,1.0,0.64,0.05,0.58,0.69,0.99,5.05,191.0,3.0,1.0,18.61,0.029,18.58,18.64,22.85,19.36,5544.0,3.0,1.0,32.71,0.201,32.5,32.9,37.91,9747.0,31.12,38.91,42.69,46.94,52.71,3.0,1.0,0.58,0.34,0.35,0.97,0.75,4.27,Jet A,1.89,1.89,15.4,15.4,806.0,0.0,All,0,All,98.1,98.5,295.1,298.8,0.01189,0.01439,General Electric Company,"PTO, Ohio",2012-06-19,2012-06-21,Yes
01P17GE207,17,General Electric Company,GEnx-1B PIP-2,GEnx-1B67/P2,TAPS,TF,8.92,42.2,308.7,C,,,NME/DTEPS,Yes,,,3.0,1.0,0.57,0.04,0.52,0.61,0.88,4.49,176.0,3.0,1.0,17.52,0.025,17.49,17.54,21.5,18.22,5409.0,3.0,1.0,35.47,0.223,35.24,3568.0,41.12,10951.0,33.05,41.32,44.99,49.33,55.18,3.0,1.0,0.58,0.34,0.35,0.97,0.75,4.32,Jet A,1.89,1.89,15.4,15.4,833.0,0.0,All,0,All,98.1,98.5,295.1,298.8,0.01189,0.01439,General Electric Company,"PTO, Ohio",2012-06-19,2012-06-21,Yes
01P17GE208,17,General Electric Company,GEnx-1B PIP-2,GEnx-1B70/72/P2,TAPS,TF,8.81,43.9,321.6,C,,,NME/DTEPS,Yes,,,3.0,1.0,0.5,0.04,0.47,0.54,0.78,3.98,162.0,3.0,1.0,16.34,0.022,16.32,16.36,20.06,17.0,5256.0,3.0,1.0,39.27,0.25,39.02,39.52,45.52,12629.0,35.62,44.52,48.02,52.47,58.42,3.0,1.0,0.58,0.34,0.35,0.97,0.75,4.36,Jet A,1.89,1.89,15.4,15.4,865.0,0.0,All,0,All,98.1,98.5,295.1,298.8,0.01189,0.01439,General Electric Company,"PTO, Ohio",2012-06-19,2012-06-21,Yes
01P17GE209,17,General Electric Company,GEnx-1B PIP-2,GEnx-1B70/75/P2,TAPS,TF,8.81,43.9,321.6,C,,,NME/DTEPS,Yes,,,3.0,1.0,0.5,0.04,0.47,0.54,0.78,3.98,162.0,3.0,1.0,16.34,0.022,16.32,16.36,20.06,17.0,5256.0,3.0,1.0,39.27,0.25,39.02,39.52,45.52,12629.0,35.62,44.52,48.02,52.47,58.42,3.0,1.0,0.58,0.34,0.35,0.97,0.75,4.36,Jet A,1.89,1.89,15.4,15.4,865.0,0.0,All,0,All,98.1,98.5,295.1,298.8,0.01189,0.01439,General Electric Company,"PTO, Ohio",2012-06-19,2012-06-21,Yes
01P17GE210,17,General Electric Company,GEnx-1B PIP-2,GEnx-1B70/P2,TAPS,TF,8.81,43.9,321.6,C,,,NME/DTEPS,Yes,,,3.0,1.0,0.5,0.04,0.47,0.54,0.78,3.98,162.0,3.0,1.0,16.34,0.022,16.32,16.36,20.06,17.0,5256.0,3.0,1.0,39.27,0.25,39.02,39.52,45.52,12629.0,35.62,44.52,48.02,52.47,58.42,3.0,1.0,0.58,0.34,0.35,0.97,0.75,4.36,Jet A,1.89,1.89,15.4,15.4,865.0,0.0,All,0,All,98.1,98.5,295.1,298.8,0.01189,0.01439,General Electric Company,"PTO, Ohio",2012-06-19,2012-06-21,Yes
01P17GE211,17,General Electric Company,GEnx-1B PIP-2,GEnx-1B74/75/P2,TAPS,TF,8.65,46.4,341.2,C,,,NME/DTEPS,Yes,,,3.0,1.0,0.43,0.02,0.4,0.45,0.66,3.37,145.0,3.0,1.0,14.8,0.02,14.78,14.82,18.17,15.4,5054.0,3.0,1.0,46.03,0.301,45.74,46.34,53.36,15707.0,40.18,50.23,53.47,58.15,64.35,3.0,1.0,0.58,0.34,0.35,0.97,0.75,4.44,Jet A,1.89,1.89,15.4,15.4,914.0,0.0,All,0,All,98.1,98.5,295.1,298.8,0.01189,0.01439,General Electric Company,"PTO, Ohio",2012-06-19,2012-06-21,Yes
01P17GE212,17,General Electric Company,GEnx-1B PIP-2,GEnx-1B75/P2,TAPS,TF,8.62,47.0,345.2,C,,,NME/DTEPS,Yes,,,3.0,1.0,0.41,0.02,0.39,0.44,0.64,3.27,143.0,3.0,1.0,14.53,0.021,14.5,14.54,17.83,15.11,5014.0,3.0,1.0,47.62,0.313,47.31,4794.0,55.2,16439.0,41.19,51.49,54.65,59.38,65.62,3.0,1.0,0.58,0.34,0.35,0.97,0.75,4.45,Jet A,1.89,1.89,15.4,15.4,924.0,0.0,All,0,All,98.1,98.5,295.1,298.8,0.01189,0.01439,General Electric Company,"PTO, Ohio",2012-06-19,2012-06-21,Yes
01P17GE213,17,General Electric Company,GEnx-1B PIP-2,GEnx-1B76/P2,TAPS,TF,8.59,47.5,349.2,C,,,NME/DTEPS,Yes,,,3.0,1.0,0.4,0.02,0.38,0.43,0.62,3.2,140.0,3.0,1.0,14.26,0.02,14.2,14.3,17.5,14.8,4980.0,3.0,1.0,49.4,0.33,49.1,49.7,57.27,17251.0,42.4,53.0,56.1,60.9,67.3,3.0,1.0,0.58,0.34,0.35,0.97,0.75,4.4,Jet A,1.89,1.89,15.4,15.4,934.0,0.0,All,0,All,98.1,98.5,295.1,298.8,0.01189,0.01439,General Electric Company,"PTO, Ohio",2012-06-19,2012-06-21,Yes
01P17GE214,17,General Electric Company,GEnx-1B PIP-2,GEnx-1B76A/P2,TAPS,TF,8.59,47.5,349.2,C,,,NME/DTEPS,Yes,,,3.0,1.0,0.4,0.02,0.38,0.43,0.62,3.2,140.0,3.0,1.0,14.26,0.02,14.2,14.3,17.5,14.8,4980.0,3.0,1.0,49.4,0.33,49.1,49.7,57.27,17251.0,42.4,53.0,56.1,60.9,67.3,3.0,1.0,0.58,0.34,0.35,0.97,0.75,4.4,Jet A,1.89,1.89,15.4,15.4,934.0,0.0,All,0,All,98.1,98.5,295.1,298.8,0.01189,0.01439,General Electric Company,"PTO, Ohio",2012-06-19,2012-06-21,Yes
01P17GE215,17,General Electric Company,GEnx-2B PIP,GEnx-2B67/P,TAPS,TF,8.03,43.55,299.81,C,,,NME/DTEPS,Yes,,,3.0,1.0,0.51,0.03,0.48,0.55,0.79,4.0,154.0,3.0,1.0,17.35,0.021,17.32,17.36,21.29,18.0,5201.0,3.0,1.0,41.72,0.262,41.46,41.98,48.36,12509.0,38.1,47.6,51.4,56.2,62.6,3.0,1.0,0.58,0.34,0.35,0.97,0.746556828420646,4.0,Jet A,1.89,1.89,15.4,15.4,864.0,0.0,All,0,All,98.1,98.5,295.1,298.8,0.01189,0.01439,General Electric Company,"PTO, Ohio",2012-06-19,2012-06-21,Yes
21GE185,21,General Electric Company,Passport20,Passport20-19BB1A,SAC,MTF,5.89322,41.3980675013609,84.1599242734607,C,,,NME,Yes,,,4.0,2.0,0.08500520067000152,0.029994133904343266,0.05,0.11,0.11061184212101695,0.564346133270495,7.15403125123766,4.0,2.0,17.22716305920869,1.9540401643265823,15.35,19.86,19.627621122489106,16.6335772224484,1449.8367385095632,4.0,2.0,63.824777010704935,0.4947602393263168,63.44,64.52,70.18339235837358,5371.488399991444,57.1543985132903,71.4429981416129,77.59739218020441,84.5186666234695,94.054903527872,4.0,2.0,0.5085956140971475,0.40500415317838856,0.1,1.0,0.5964531653537557,2.40352659714934,Jet A,1.92,1.92,15.41,15.41,297.3228190496927,0.0,All,0,All,96.7,99.1,285.3,294.3,0.0044,0.0104,General Electric Company,"PTO, Ohio",2015-10-20,2017-05-23,Yes
11HN003,11,Honeywell,HTF7000,HTF7000,SABER-1,MTF,4.2,21.95,30.62,C,,,DTEPS,Yes,Out of production,,10.0,3.0,3.27,0.64,2.36,4.34,3.82,19.5,100.0,10.0,3.0,87.47,3.7,81.73,92.46,94.61,80.2,2678.0,10.0,3.0,45.39,2.26,39.54,47.24,48.08,1388.0,64.0,71.6,72.5,73.0,77.3,10.0,3.0,13.6,1.5,9.2,13.6,15.0,45.7,Jet A,13.5,13.7,16.9,20.5,152.0,0.0,,0,,96.44,97.59,296.0,313.0,0.0013,0.0125,Honeywell,"Phoenix, AZ",2010-04-07,2010-07-29,Yes
01P14HN011,14,Honeywell,HTF7000,HTF7350,SABER-1,MTF,4.2,22.88,33.0,C,,,DTEPS,Yes,,,10.0,3.0,2.45,0.54,1.89,3.49,2.85,14.6,81.0,10.0,3.0,75.55,3.83,69.73,80.58,81.71,69.2,2501.0,10.0,3.0,45.47,2.28,39.57,47.26,48.16,1503.0,56.2,70.2,71.6,72.3,76.9,10.0,3.0,13.6,1.57,9.0,13.6,15.0,46.6,Jet A,13.5,13.7,16.9,20.5,157.0,0.0,,0,,96.44,97.59,296.0,313.0,0.0013,0.0125,Honeywell,"Phoenix, AZ",2010-04-07,2010-07-29,Yes
01P11HN012,11,Honeywell,HTF7000,HTF7250G,SABER-1,MTF,4.2,22.58,32.86,C,,,DTEPS,Yes,,,10.0,3.0,2.49,0.48,1.82,3.24,2.93,15.0,82.0,10.0,3.0,76.66,4.3,70.64,82.76,83.45,70.7,2519.0,10.0,3.0,45.33,2.29,39.59,47.27,48.13,1490.0,63.2,70.6,72.0,72.7,77.3,10.0,3.0,13.6,1.5,9.2,13.6,15.0,46.6,Jet A,13.5,13.7,16.9,20.5,158.0,0.0,,0,,96.44,97.59,296.0,313.0,0.0013,0.0125,Honeywell,"Phoenix, AZ",2010-04-07,2010-07-29,Yes
01P18HN013,18,Honeywell,HTF7000,HTF7000L,SABER-1,MTF,4.2,23.29,34.03,C,,,DTEPS,Yes,,,10.0,3.0,2.28,0.44,1.64,2.93,2.66,13.6,77.0,10.0,3.0,70.71,4.03,64.68,75.93,76.48,64.8,2402.0,10.0,3.0,46.12,2.32,40.12,47.91,48.85,1570.0,56.4,70.5,72.1,73.0,77.7,10.0,3.0,13.6,1.57,9.0,13.6,15.0,53.0,Jet A,13.5,13.7,16.9,20.5,159.0,0.0,,0,,96.44,97.59,296.0,313.0,0.0013,0.0125,Honeywell,"Phoenix, AZ",2010-04-07,2010-07-29,Yes
01P14HN014,14,Honeywell,HTF7000,HTF7500E-A1,SABER-1,MTF,4.2,21.05,29.4,C,,,DTEPS,Yes,,,10.0,3.0,3.52,0.68,2.55,4.63,4.11,21.0,104.0,10.0,3.0,94.11,3.95,88.0,99.4,101.79,86.3,2786.0,10.0,3.0,42.89,2.1,37.49,44.6,45.43,1263.0,55.3,69.2,69.8,70.1,74.1,10.0,3.0,13.6,1.59,9.0,13.6,15.0,45.2,Jet A,13.5,13.7,16.9,20.5,147.0,0.0,,0,,96.44,97.59,296.0,313.0,0.0013,0.0125,Honeywell,"Phoenix, AZ",2010-04-07,2010-07-29,Yes
01P14HN015,14,Honeywell,HTF7000,HTF7500E-A2,SABER-1,MTF,4.2,22.3,31.61,C,,,DTEPS,Yes,,,10.0,3.0,2.87,0.67,1.91,3.55,3.35,17.1,91.0,10.0,3.0,80.9,4.51,74.1,86.71,87.5,74.1,2557.0,10.0,3.0,44.31,2.22,38.67,46.11,46.94,1400.0,55.5,69.3,70.4,71.0,75.3,10.0,3.0,13.6,1.55,9.2,13.6,15.0,46.1,Jet A,13.5,13.7,16.9,20.5,154.0,0.0,,0,,96.44,97.59,296.0,313.0,0.0013,0.0125,Honeywell,"Phoenix, AZ",2010-04-07,2010-07-29,Yes
01P14HN016,14,Honeywell,HTF7000,HTF7500E-A3,SABER-1,MTF,4.2,23.57,33.83,C,,,DTEPS,Yes,,,10.0,3.0,2.12,0.48,1.45,2.7,2.48,12.6,72.0,10.0,3.0,70.5,4.83,63.5,76.52,76.25,64.6,2370.0,10.0,3.0,45.94,2.33,40.04,47.74,48.66,1552.0,55.8,69.8,71.3,72.1,76.8,10.0,3.0,13.6,1.57,9.0,13.6,15.0,47.0,Jet A,13.5,13.7,16.9,20.5,161.0,0.0,,0,,96.44,97.59,296.0,313.0,0.0013,0.0125,Honeywell,"Phoenix, AZ",2010-04-07,2010-07-29,Yes
1IA001,1,International Aero Engines,V2500,V2500-A1,,MTF,5.3,29.8,111.2,C,,,NME,Yes,Out of production,,3.0,1.0,0.65,,,,1.0,5.1,73.0,3.0,1.0,14.8,,,,18.2,15.4,1656.0,3.0,1.0,69.3,,,,80.3,7716.0,80.7,100.8,120.5,136.9,161.1,3.0,1.0,3.5,,,,4.5,19.6,Jet A,1.87,1.87,,,442.0,0.0,,4.5,0.07,101.3,101.3,286.0,286.0,0.0048,0.0048,Pratt & Whitney,"East Hartford, CT",1988-06-02,1988-06-02,
3IA006,3,International Aero Engines,,V2522-A5,,MTF,4.88,25.6,102.66,C,,,NME,Yes,Out of production,,3.0,1.0,0.29,,,,0.5,2.3,30.0,3.0,1.0,26.9,,,,33.0,28.0,2760.0,3.0,1.0,46.0,,,,53.3,4720.0,58.5,73.1,88.9,101.1,121.3,3.0,1.0,9.0,,,,11.6,49.4,Jet A,1.9,1.9,,,407.0,0.0,,6.2 / 5.5 ,7% / 30%,101.0,101.8,288.0,296.0,0.0086,0.0114,Pratt & Whitney,"East Hartford, CT",1992-08-12,1992-08-13,
3IA007,3,International Aero Engines,V2500,V2524-A5,,MTF,4.81,26.9,109.06,C,,,NME,Yes,Out of production,,3.0,1.0,0.28,,,,0.4,2.2,31.0,3.0,1.0,24.8,,,,30.4,25.8,2708.0,3.0,1.0,48.4,,,,56.1,5278.0,59.8,74.8,90.4,102.8,122.6,3.0,1.0,9.0,,,,11.6,50.2,Jet A,1.9,1.9,,,429.0,0.0,,6.2 / 5.5,7% / 30%,101.0,101.8,288.0,296.0,0.0086,0.0114,Pratt & Whitney,"East Hartford, CT",1992-08-12,1992-08-13,
1IA002,1,International Aero Engines,V2500,V2525-D5,,MTF,4.82,27.2,111.2,C,,,NME,Yes,Out of production,,3.0,1.0,0.29,,,,0.4,2.3,32.0,3.0,1.0,24.9,,,,30.6,25.9,2764.0,3.0,1.0,48.5,,,,56.2,5382.0,59.6,74.4,89.9,102.2,121.7,3.0,1.0,9.0,,,,11.6,50.4,Jet A,1.9,1.9,,,437.0,0.0,,4.5,0.07,101.0,101.8,288.0,296.0,0.0086,0.0114,Pratt & Whitney,"East Hartford, CT",1992-08-12,1992-08-13,
1IA003,1,International Aero Engines,V2500,V2527-A5,,MTF,4.82,27.2,111.2,C,,,NME,Yes,Out of production,,3.0,1.0,0.29,,,,0.4,2.3,32.0,3.0,1.0,24.9,,,,30.6,25.9,2764.0,3.0,1.0,48.5,,,,56.2,5382.0,59.6,74.4,89.9,102.2,121.7,3.0,1.0,9.0,,,,11.6,50.4,Jet A,1.9,1.9,,,437.0,0.0,,4.5,0.07,101.0,101.8,288.0,296.0,0.0086,0.0114,Pratt & Whitney,"East Hartford, CT",1992-08-12,1992-08-13,
8IA010,8,International Aero Engines,V2500,V2527E-A5,,MTF,4.82,27.2,111.2,C,,,NME,Yes,Out of production,,3.0,1.0,0.29,,,,0.4,2.3,32.0,3.0,1.0,24.9,,,,30.6,25.9,2764.0,3.0,1.0,48.5,,,,56.2,5382.0,59.6,74.4,89.9,102.1,121.7,3.0,1.0,9.0,,,,11.6,50.4,Jet A,1.9,1.9,,,437.0,0.0,,4.5,0.07,101.0,101.8,288.0,296.0,0.0086,0.0114,Pratt & Whitney,"East Hartford, CT",1992-08-12,1992-08-13,Yes
8IA009,8,International Aero Engines,V2500,V2527M-A5,,MTF,4.82,27.2,111.2,C,,,NME,Yes,Out of production,,3.0,1.0,0.29,,,,0.4,2.3,32.0,3.0,1.0,24.9,,,,30.6,25.9,2764.0,3.0,1.0,48.5,,,,56.2,5382.0,59.6,74.4,89.9,102.1,121.7,3.0,1.0,9.0,,,,11.6,50.4,Jet A,1.9,1.9,,,437.0,0.0,,4.5,0.07,101.0,101.8,288.0,296.0,0.0086,0.0114,Pratt & Whitney,"East Hartford, CT",1992-08-12,1992-08-13,Yes
