uid,gsdb,manufacturer,engine,model,combustor,engine_type,thrust,einox,eico,eihc,smoke_number,fuel_flow
01P11PJ003,11,PowerJet S.A.,,SaM146-1S17,,MTF,69.21,16.37,0.26,0.03,12.6,0.791
01P11PJ003,11,PowerJet S.A.,,SaM146-1S17,,MTF,58.82849999999999,13.89,0.36,0.04,11.7,0.653
01P11PJ003,11,PowerJet S.A.,,SaM146-1S17,,MTF,20.762999999999998,7.1,5.07,0.06,0.1,0.228
01P11PJ003,11,PowerJet S.A.,,SaM146-1S17,,MTF,4.8447000000000005,3.73,29.36,1.05,0.1,0.097
01P11PJ004,11,PowerJet S.A.,,SaM146-1S18,,MTF,72.67,17.36,0.3,0.02,12.6,0.841
01P11PJ004,11,PowerJet S.A.,,SaM146-1S18,,MTF,61.7695,14.52,0.3,0.04,12.1,0.691
01P11PJ004,11,PowerJet S.A.,,SaM146-1S18,,MTF,21.801,7.28,4.67,0.06,0.1,0.238
01P11PJ004,11,PowerJet S.A.,,SaM146-1S18,,MTF,5.086900000000001,3.82,27.55,0.82,0.1,0.1
1PW035,1,Pratt & Whitney Canada,JT15D-1,JT15D-1,,TF,9.79,7.6,2.65,0.01,15.0,0.148
1PW035,1,Pratt & Whitney Canada,JT15D-1,JT15D-1,,TF,8.321499999999999,6.77,3.5,0.01,,0.124
1PW035,1,Pratt & Whitney Canada,JT15D-1,JT15D-1,,TF,2.937,3.44,40.5,4.43,,0.051
1PW035,1,Pratt & Whitney Canada,JT15D-1,JT15D-1,,TF,0.6853,1.75,132.0,50.5,,0.023
1PW036,1,Pratt & Whitney Canada,JT15D-4,JT15D-4,,TF,11.12,9.23,2.1,0.09,14.1,0.1697
1PW036,1,Pratt & Whitney Canada,JT15D-4,JT15D-4,,TF,9.452,8.56,3.18,0.19,,0.143
1PW036,1,Pratt & Whitney Canada,JT15D-4,JT15D-4,,TF,3.336,5.29,32.0,5.15,,0.059
1PW036,1,Pratt & Whitney Canada,JT15D-4,JT15D-4,,TF,0.7784,2.63,97.0,40.0,,0.0261
1PW037,1,Pratt & Whitney Canada,JT15D-5,JT15D-5A,,TF,12.9,11.13,0.0,0.0,18.5,0.2054
1PW037,1,Pratt & Whitney Canada,JT15D-5,JT15D-5A,,TF,10.965,10.08,1.15,1.3,,0.1727
1PW037,1,Pratt & Whitney Canada,JT15D-5,JT15D-5A,,TF,3.87,4.93,38.6,11.7,,0.066
1PW037,1,Pratt & Whitney Canada,JT15D-5,JT15D-5A,,TF,0.9030000000000001,1.66,119.2,119.1,,0.0296
1PW038,1,Pratt & Whitney Canada,JT15D-5,JT15D-5C,,TF,14.19,9.93,2.52,0.0,17.1,0.2151
1PW038,1,Pratt & Whitney Canada,JT15D-5,JT15D-5C,,TF,12.061499999999999,9.79,4.18,0.67,15.1,0.1802
1PW038,1,Pratt & Whitney Canada,JT15D-5,JT15D-5C,,TF,4.257,5.23,49.24,16.0,,0.0678
1PW038,1,Pratt & Whitney Canada,JT15D-5,JT15D-5C,,TF,0.9933000000000001,1.08,124.6,96.67,,0.0276
1PW001,1,Pratt & Whitney,JT3D-3,JT3D-3B,,TF,80.06,12.1,1.5,4.0,,1.174
1PW001,1,Pratt & Whitney,JT3D-3,JT3D-3B,,TF,68.051,9.9,2.8,2.0,,0.932
1PW001,1,Pratt & Whitney,JT3D-3,JT3D-3B,,TF,24.018,4.8,24.5,4.0,,0.346
1PW001,1,Pratt & Whitney,JT3D-3,JT3D-3B,,TF,5.6042000000000005,2.5,98.0,112.0,,0.135
1PW002,1,Pratt & Whitney,JT3D-7,JT3D-7,14-57D,TF,84.52,12.69,0.89,0.5,,1.254
1PW002,1,Pratt & Whitney,JT3D-7,JT3D-7,14-57D,TF,71.842,9.59,1.9,0.4,,1.032
1PW002,1,Pratt & Whitney,JT3D-7,JT3D-7,14-57D,TF,25.355999999999998,5.3,19.5,2.1,,0.389
1PW002,1,Pratt & Whitney,JT3D-7,JT3D-7,14-57D,TF,5.9164,2.2,138.99,123.0,,0.128
1PW003,1,Pratt & Whitney,JT3D-7,JT3D-7,Smoke fix  14-70KC,TF,84.52,,,,,1.254
1PW003,1,Pratt & Whitney,JT3D-7,JT3D-7,Smoke fix  14-70KC,TF,71.842,,,,,1.032
1PW003,1,Pratt & Whitney,JT3D-7,JT3D-7,Smoke fix  14-70KC,TF,25.355999999999998,,,,,0.389
1PW003,1,Pratt & Whitney,JT3D-7,JT3D-7,Smoke fix  14-70KC,TF,5.9164,,,,,0.128
1PW008,1,Pratt & Whitney,JT8D,JT8D-11,,MTF,66.72,18.9,1.2,0.4,,1.121
1PW008,1,Pratt & Whitney,JT8D,JT8D-11,,MTF,56.711999999999996,14.6,1.9,0.45,,0.9136
1PW008,1,Pratt & Whitney,JT8D,JT8D-11,,MTF,20.016,5.8,9.4,1.4,,0.3339
1PW008,1,Pratt & Whitney,JT8D,JT8D-11,,MTF,4.670400000000001,2.75,35.0,10.0,,0.1455
1PW009,1,Pratt & Whitney,JT8D,JT8D-15,Smoke fix,MTF,68.94,19.1,0.7,0.25,,1.178
1PW009,1,Pratt & Whitney,JT8D,JT8D-15,Smoke fix,MTF,58.599,15.0,1.0,0.25,,0.945
1PW009,1,Pratt & Whitney,JT8D,JT8D-15,Smoke fix,MTF,20.682,5.9,9.6,1.65,,0.3403
1PW009,1,Pratt & Whitney,JT8D,JT8D-15,Smoke fix,MTF,4.8258,3.0,35.2,11.0,,0.1477
1PW010,1,Pratt & Whitney,JT8D,JT8D-15,Reduced emissions,MTF,68.94,19.4,1.03,0.24,15.7,1.178
1PW010,1,Pratt & Whitney,JT8D,JT8D-15,Reduced emissions,MTF,58.599,15.1,1.15,0.28,,0.945
1PW010,1,Pratt & Whitney,JT8D,JT8D-15,Reduced emissions,MTF,20.682,6.9,2.77,0.55,,0.3402
1PW010,1,Pratt & Whitney,JT8D,JT8D-15,Reduced emissions,MTF,4.8258,3.2,11.0,1.46,,0.1477
1PW011,1,Pratt & Whitney,JT8D,JT8D-15A,,MTF,68.94,18.1,1.08,0.25,15.7,1.115
1PW011,1,Pratt & Whitney,JT8D,JT8D-15A,,MTF,58.599,13.9,1.2,0.33,,0.8955
1PW011,1,Pratt & Whitney,JT8D,JT8D-15A,,MTF,20.682,6.6,2.9,0.65,,0.312
1PW011,1,Pratt & Whitney,JT8D,JT8D-15A,,MTF,4.8258,3.1,12.93,1.86,,0.1372
1PW012,1,Pratt & Whitney,JT8D,JT8D-17,Smoke fix,MTF,71.17,19.2,0.74,0.69,,1.245
1PW012,1,Pratt & Whitney,JT8D,JT8D-17,Smoke fix,MTF,60.4945,15.23,1.0,0.79,,0.997
1PW012,1,Pratt & Whitney,JT8D,JT8D-17,Smoke fix,MTF,21.351,6.1,8.54,1.96,,0.354
1PW012,1,Pratt & Whitney,JT8D,JT8D-17,Smoke fix,MTF,4.9819,3.3,31.0,10.2,,0.147
1PW013,1,Pratt & Whitney,JT8D,JT8D-17,Reduced emissions,MTF,71.17,20.6,0.95,0.22,16.8,1.245
1PW013,1,Pratt & Whitney,JT8D,JT8D-17,Reduced emissions,MTF,60.4945,15.7,1.1,0.27,,0.997
1PW013,1,Pratt & Whitney,JT8D,JT8D-17,Reduced emissions,MTF,21.351,8.0,2.67,0.52,,0.354
1PW013,1,Pratt & Whitney,JT8D,JT8D-17,Reduced emissions,MTF,4.9819,3.2,10.46,1.25,,0.1474
1PW014,1,Pratt & Whitney,JT8D,JT8D-17A,,MTF,71.17,19.1,1.07,0.25,16.8,1.173
1PW014,1,Pratt & Whitney,JT8D,JT8D-17A,,MTF,60.4945,14.3,1.16,0.3,,0.9344
1PW014,1,Pratt & Whitney,JT8D,JT8D-17A,,MTF,21.351,6.7,2.88,0.64,,0.3304
1PW014,1,Pratt & Whitney,JT8D,JT8D-17A,,MTF,4.9819,3.2,12.46,6.6,,0.1401
1PW015,1,Pratt & Whitney,JT8D,JT8D-17AR,,MTF,77.42,24.5,0.93,0.21,19.6,1.365
1PW015,1,Pratt & Whitney,JT8D,JT8D-17AR,,MTF,65.807,16.0,1.08,0.27,,1.047
1PW015,1,Pratt & Whitney,JT8D,JT8D-17AR,,MTF,23.226,8.0,2.68,0.55,,0.3574
1PW015,1,Pratt & Whitney,JT8D,JT8D-17AR,,MTF,5.4194,3.2,10.7,1.33,,0.1477
1PW016,1,Pratt & Whitney,JT8D,JT8D-17R,,MTF,77.42,25.3,0.95,0.21,19.6,1.417
1PW016,1,Pratt & Whitney,JT8D,JT8D-17R,,MTF,65.807,17.6,1.03,0.27,,1.103
1PW016,1,Pratt & Whitney,JT8D,JT8D-17R,,MTF,23.226,8.4,2.54,0.53,,0.3755
1PW016,1,Pratt & Whitney,JT8D,JT8D-17R,,MTF,5.4194,3.3,9.43,0.95,,0.155
1PW017,1,Pratt & Whitney,JT8D-200,JT8D-209,,MTF,85.6,22.8,1.03,0.35,11.1,1.191
1PW017,1,Pratt & Whitney,JT8D-200,JT8D-209,,MTF,72.75999999999999,19.0,1.4,0.5,,0.9828
1PW017,1,Pratt & Whitney,JT8D-200,JT8D-209,,MTF,25.679999999999996,8.8,4.37,1.69,,0.3592
1PW017,1,Pratt & Whitney,JT8D-200,JT8D-209,,MTF,5.992,3.5,14.1,4.03,,0.1303
4PW068,4,Pratt & Whitney,JT8D-200 E-Kit,JT8D-217,Environmental Kit (E_Kit),MTF,92.74,17.54,0.42,0.0,6.1,1.32
4PW068,4,Pratt & Whitney,JT8D-200 E-Kit,JT8D-217,Environmental Kit (E_Kit),MTF,78.829,13.54,0.47,0.0,,1.078
4PW068,4,Pratt & Whitney,JT8D-200 E-Kit,JT8D-217,Environmental Kit (E_Kit),MTF,27.822,7.66,3.54,0.0,,0.3833
4PW068,4,Pratt & Whitney,JT8D-200 E-Kit,JT8D-217,Environmental Kit (E_Kit),MTF,6.4918000000000005,4.57,15.31,0.0,,0.1372
1PW018,1,Pratt & Whitney,JT8D-200,JT8D-217 series,,MTF,92.74,25.7,0.8,0.28,13.2,1.32
1PW018,1,Pratt & Whitney,JT8D-200,JT8D-217 series,,MTF,78.829,20.6,1.23,0.43,,1.078
1PW018,1,Pratt & Whitney,JT8D-200,JT8D-217 series,,MTF,27.822,9.1,4.17,1.6,,0.3833
1PW018,1,Pratt & Whitney,JT8D-200,JT8D-217 series,,MTF,6.4918000000000005,3.7,12.27,3.33,,0.1372
4PW069,4,Pratt & Whitney,JT8D-200 E-Kit,JT8D-217A,Environmental Kit (E_Kit),MTF,92.74,17.54,0.42,0.0,6.1,1.32
4PW069,4,Pratt & Whitney,JT8D-200 E-Kit,JT8D-217A,Environmental Kit (E_Kit),MTF,78.829,13.54,0.47,0.0,,1.078
4PW069,4,Pratt & Whitney,JT8D-200 E-Kit,JT8D-217A,Environmental Kit (E_Kit),MTF,27.822,7.66,3.54,0.0,,0.3833
4PW069,4,Pratt & Whitney,JT8D-200 E-Kit,JT8D-217A,Environmental Kit (E_Kit),MTF,6.4918000000000005,4.57,15.31,0.0,,0.1372
4PW070,4,Pratt & Whitney,JT8D-200 E-Kit,JT8D-217C,Environmental Kit (E_Kit),MTF,92.74,16.49,0.42,0.0,6.1,1.282
4PW070,4,Pratt & Whitney,JT8D-200 E-Kit,JT8D-217C,Environmental Kit (E_Kit),MTF,78.829,13.02,0.49,0.0,4.0,1.045
4PW070,4,Pratt & Whitney,JT8D-200 E-Kit,JT8D-217C,Environmental Kit (E_Kit),MTF,27.822,7.65,3.79,0.0,1.5,0.363
4PW070,4,Pratt & Whitney,JT8D-200 E-Kit,JT8D-217C,Environmental Kit (E_Kit),MTF,6.4918000000000005,4.05,17.89,0.0,0.0,0.137
1PW019,1,Pratt & Whitney,JT8D-200,JT8D-219,,MTF,96.52,27.0,0.73,0.27,14.3,1.354
1PW019,1,Pratt & Whitney,JT8D-200,JT8D-219,,MTF,82.04199999999999,20.8,1.2,0.42,,1.085
1PW019,1,Pratt & Whitney,JT8D-200,JT8D-219,,MTF,28.955999999999996,9.13,4.07,1.59,,0.3817
1PW019,1,Pratt & Whitney,JT8D-200,JT8D-219,,MTF,6.7564,3.6,12.63,3.48,,0.1344
4PW071,4,Pratt & Whitney,JT8D-200 E-Kit,JT8D-219,Environmental Kit (E_Kit),MTF,96.52,18.72,0.42,0.0,6.9,1.354
4PW071,4,Pratt & Whitney,JT8D-200 E-Kit,JT8D-219,Environmental Kit (E_Kit),MTF,82.04199999999999,13.73,0.46,0.0,4.4,1.085
4PW071,4,Pratt & Whitney,JT8D-200 E-Kit,JT8D-219,Environmental Kit (E_Kit),MTF,28.955999999999996,7.65,3.57,0.0,1.5,0.3817
4PW071,4,Pratt & Whitney,JT8D-200 E-Kit,JT8D-219,Environmental Kit (E_Kit),MTF,6.7564,4.16,17.19,0.0,0.0,0.1344
1PW004,1,Pratt & Whitney,JT8D,JT8D-7 series,Smoke fix,MTF,62.27,17.1,1.5,0.4,22.2,0.9892
1PW004,1,Pratt & Whitney,JT8D,JT8D-7 series,Smoke fix,MTF,52.929500000000004,13.5,2.0,0.5,,0.8113
1PW004,1,Pratt & Whitney,JT8D,JT8D-7 series,Smoke fix,MTF,18.681,5.5,10.5,1.6,,0.2861
1PW004,1,Pratt & Whitney,JT8D,JT8D-7 series,Smoke fix,MTF,4.3589,2.7,35.5,10.6,,0.1291
8PW085,8,Pratt & Whitney,JT8D reduced emissions,JT8D-7 series,Reduced emissions,MTF,62.27,17.2,0.9,0.25,9.5,0.9892
8PW085,8,Pratt & Whitney,JT8D reduced emissions,JT8D-7 series,Reduced emissions,MTF,52.929500000000004,14.0,1.1,0.25,,0.8113
8PW085,8,Pratt & Whitney,JT8D reduced emissions,JT8D-7 series,Reduced emissions,MTF,18.681,6.3,2.2,0.4,,0.2861
8PW085,8,Pratt & Whitney,JT8D reduced emissions,JT8D-7 series,Reduced emissions,MTF,4.3589,3.15,14.3,3.8,,0.1291
1PW006,1,Pratt & Whitney,JT8D,JT8D-9 series,Smoke fix,MTF,64.5,17.92,1.24,0.47,,1.04
1PW006,1,Pratt & Whitney,JT8D,JT8D-9 series,Smoke fix,MTF,54.824999999999996,14.21,1.66,0.47,,0.846
1PW006,1,Pratt & Whitney,JT8D,JT8D-9 series,Smoke fix,MTF,19.349999999999998,5.64,9.43,1.73,,0.298
1PW006,1,Pratt & Whitney,JT8D,JT8D-9 series,Smoke fix,MTF,4.515000000000001,2.9,34.5,10.0,,0.132
1PW007,1,Pratt & Whitney,JT8D reduced emissions,JT8D-9 series,Reduced emissions,MTF,64.5,19.3,1.04,0.15,10.1,1.04
1PW007,1,Pratt & Whitney,JT8D reduced emissions,JT8D-9 series,Reduced emissions,MTF,54.824999999999996,14.5,1.11,0.18,,0.8453
1PW007,1,Pratt & Whitney,JT8D reduced emissions,JT8D-9 series,Reduced emissions,MTF,19.349999999999998,6.0,2.14,0.6,,0.2977
1PW007,1,Pratt & Whitney,JT8D reduced emissions,JT8D-9 series,Reduced emissions,MTF,4.515000000000001,2.9,14.14,3.12,,0.1323
8PW088,8,Pratt & Whitney,JT9D,JT9D-20,,TF,205.3,38.7,0.0,0.1,12.3,2.099
8PW088,8,Pratt & Whitney,JT9D,JT9D-20,,TF,174.505,28.5,0.0,0.1,9.5,1.789
8PW088,8,Pratt & Whitney,JT9D,JT9D-20,,TF,61.59,7.6,7.6,1.3,2.5,0.619
8PW088,8,Pratt & Whitney,JT9D,JT9D-20,,TF,14.371000000000002,3.1,83.6,36.1,0.7,0.211
1PW032,1,Pratt & Whitney,JT9D,JT9D-20J,,TF,222.4,44.9,0.9,0.0,,2.315
1PW032,1,Pratt & Whitney,JT9D,JT9D-20J,,TF,189.04,34.9,0.9,0.0,,1.902
1PW032,1,Pratt & Whitney,JT9D,JT9D-20J,,TF,66.72,9.4,5.5,0.5,,0.679
1PW032,1,Pratt & Whitney,JT9D,JT9D-20J,,TF,15.568000000000001,3.3,66.7,24.5,,0.238
1PW033,1,Pratt & Whitney,JT9D,JT9D-59A,,TF,235.8,31.6,0.2,0.2,,2.4419
1PW033,1,Pratt & Whitney,JT9D,JT9D-59A,,TF,200.43,25.6,0.2,0.2,,1.9996
1PW033,1,Pratt & Whitney,JT9D,JT9D-59A,,TF,70.74,7.8,1.7,0.3,,0.6804
1PW033,1,Pratt & Whitney,JT9D,JT9D-59A,,TF,16.506000000000004,3.0,53.0,12.0,,0.237
8PW086,8,Pratt & Whitney,JT9D,JT9D-7,,TF,202.4,37.9,0.0,0.1,11.9,2.083
8PW086,8,Pratt & Whitney,JT9D,JT9D-7,,TF,172.04,27.7,0.0,0.1,9.0,1.764
8PW086,8,Pratt & Whitney,JT9D,JT9D-7,,TF,60.72,7.6,7.8,1.3,2.5,0.609
8PW086,8,Pratt & Whitney,JT9D,JT9D-7,,TF,14.168000000000001,3.1,84.1,36.5,0.7,0.21
1PW034,1,Pratt & Whitney,JT9D,JT9D-70A,,TF,235.8,31.6,0.2,0.2,,2.4419
1PW034,1,Pratt & Whitney,JT9D,JT9D-70A,,TF,200.43,25.6,0.2,0.2,,1.9996
1PW034,1,Pratt & Whitney,JT9D,JT9D-70A,,TF,70.74,7.8,1.7,0.3,,0.6804
1PW034,1,Pratt & Whitney,JT9D,JT9D-70A,,TF,16.506000000000004,3.0,53.0,12.0,,0.237
8PW087,8,Pratt & Whitney,JT9D,JT9D-7A,,TF,205.3,38.7,0.0,0.1,12.3,2.099
8PW087,8,Pratt & Whitney,JT9D,JT9D-7A,,TF,174.505,28.5,0.0,0.1,9.5,1.789
8PW087,8,Pratt & Whitney,JT9D,JT9D-7A,,TF,61.59,7.6,7.6,1.3,2.5,0.619
8PW087,8,Pratt & Whitney,JT9D,JT9D-7A,,TF,14.371000000000002,3.1,83.6,36.1,0.7,0.211
1PW022,1,Pratt & Whitney,JT9D - combustor mod V,JT9D-7F,Mod V,TF,213.5,46.0,0.4,0.3,,2.1672
1PW022,1,Pratt & Whitney,JT9D - combustor mod V,JT9D-7F,Mod V,TF,181.475,34.4,0.4,0.3,,1.764
1PW022,1,Pratt & Whitney,JT9D - combustor mod V,JT9D-7F,Mod V,TF,64.05,7.8,2.9,0.5,,0.6237
1PW022,1,Pratt & Whitney,JT9D - combustor mod V,JT9D-7F,Mod V,TF,14.945000000000002,3.1,54.0,26.0,,0.219
1PW023,1,Pratt & Whitney,JT9D - combustor mod VI,JT9D-7F,Mod VI,TF,213.5,41.7,0.9,0.0,16.0,2.161
1PW023,1,Pratt & Whitney,JT9D - combustor mod VI,JT9D-7F,Mod VI,TF,181.475,31.5,0.9,0.0,,1.779
1PW023,1,Pratt & Whitney,JT9D - combustor mod VI,JT9D-7F,Mod VI,TF,64.05,9.1,5.8,0.6,,0.624
1PW023,1,Pratt & Whitney,JT9D - combustor mod VI,JT9D-7F,Mod VI,TF,14.945000000000002,3.2,68.6,25.9,,0.232
1PW024,1,Pratt & Whitney,JT9D,JT9D-7J,,TF,222.4,44.9,0.9,0.0,,2.315
1PW024,1,Pratt & Whitney,JT9D,JT9D-7J,,TF,189.04,34.9,0.9,0.0,,1.902
1PW024,1,Pratt & Whitney,JT9D,JT9D-7J,,TF,66.72,9.4,5.5,0.5,,0.679
1PW024,1,Pratt & Whitney,JT9D,JT9D-7J,,TF,15.568000000000001,3.3,66.7,24.5,,0.238
1PW025,1,Pratt & Whitney,JT9D,JT9D-7Q,,TF,235.75,31.6,0.2,0.2,,2.4419
1PW025,1,Pratt & Whitney,JT9D,JT9D-7Q,,TF,200.3875,25.6,0.2,0.2,,1.9996
1PW025,1,Pratt & Whitney,JT9D,JT9D-7Q,,TF,70.725,7.8,1.7,0.3,,0.6804
1PW025,1,Pratt & Whitney,JT9D,JT9D-7Q,,TF,16.5025,3.0,53.0,12.0,,0.237
1PW026,1,Pratt & Whitney,JT9D,JT9D-7R4D,,TF,213.5,38.5,0.51,0.15,4.6,2.055
1PW026,1,Pratt & Whitney,JT9D,JT9D-7R4D,,TF,181.475,30.0,0.48,0.12,,1.678
1PW026,1,Pratt & Whitney,JT9D,JT9D-7R4D,,TF,64.05,9.8,1.36,0.13,,0.6593
1PW026,1,Pratt & Whitney,JT9D,JT9D-7R4D,,TF,14.945000000000002,4.1,8.84,1.25,,0.2054
1PW027,1,Pratt & Whitney,JT9D,JT9D-7R4E,,TF,222.4,41.6,0.57,0.16,5.0,2.118
1PW027,1,Pratt & Whitney,JT9D,JT9D-7R4E,,TF,189.04,34.2,0.53,0.13,,1.724
1PW027,1,Pratt & Whitney,JT9D,JT9D-7R4E,,TF,66.72,10.4,1.23,0.13,,0.6529
1PW027,1,Pratt & Whitney,JT9D,JT9D-7R4E,,TF,15.568000000000001,4.1,8.27,1.11,,0.221
1PW028,1,Pratt & Whitney,JT9D,JT9D-7R4E4,,TF,222.41,36.9,0.67,0.15,4.3,2.218
1PW028,1,Pratt & Whitney,JT9D,JT9D-7R4E4,,TF,189.0485,29.7,0.67,0.13,,1.829
1PW028,1,Pratt & Whitney,JT9D,JT9D-7R4E4,,TF,66.723,8.5,1.46,0.22,,0.64
1PW028,1,Pratt & Whitney,JT9D,JT9D-7R4E4,,TF,15.568700000000002,3.5,16.0,3.35,,0.2205
1PW029,1,Pratt & Whitney,JT9D,JT9D-7R4G2,,TF,243.5,41.3,0.74,0.15,6.8,2.429
1PW029,1,Pratt & Whitney,JT9D,JT9D-7R4G2,,TF,206.975,29.5,0.63,0.14,,1.88
1PW029,1,Pratt & Whitney,JT9D,JT9D-7R4G2,,TF,73.05,8.8,1.4,0.18,,0.659
1PW029,1,Pratt & Whitney,JT9D,JT9D-7R4G2,,TF,17.045,3.8,11.82,1.55,,0.2239
1PW030,1,Pratt & Whitney,JT9D,JT9D-7R4H1,,TF,249.1,45.2,0.74,0.15,7.6,2.512
1PW030,1,Pratt & Whitney,JT9D,JT9D-7R4H1,,TF,211.73499999999999,30.0,0.63,0.14,,1.999
1PW030,1,Pratt & Whitney,JT9D,JT9D-7R4H1,,TF,74.72999999999999,8.9,1.39,0.18,,0.7227
1PW030,1,Pratt & Whitney,JT9D,JT9D-7R4H1,,TF,17.437,3.8,11.63,1.48,,0.2454
16PW115,16,Pratt & Whitney Canada,,PW814GA,TALON X,TF,68.63,23.26,0.0,0.0,0.3,0.667
16PW115,16,Pratt & Whitney Canada,,PW814GA,TALON X,TF,58.335499999999996,17.94,0.0,0.0,0.2,0.549
16PW115,16,Pratt & Whitney Canada,,PW814GA,TALON X,TF,20.589,11.46,1.76,0.02,0.2,0.194
16PW115,16,Pratt & Whitney Canada,,PW814GA,TALON X,TF,4.8041,6.25,13.88,0.05,0.2,0.07
16PW116,16,Pratt & Whitney Canada,,PW815GA,TALON X,TF,71.22,24.88,0.0,0.0,0.3,0.699
16PW116,16,Pratt & Whitney Canada,,PW815GA,TALON X,TF,60.537,18.89,0.0,0.0,0.2,0.573
16PW116,16,Pratt & Whitney Canada,,PW815GA,TALON X,TF,21.366,11.47,1.5,0.02,0.2,0.201
16PW116,16,Pratt & Whitney Canada,,PW815GA,TALON X,TF,4.9854,6.41,13.4,0.05,0.2,0.071
19PW127,19,Pratt & Whitney Canada,,PW814GA,TALON X,TF,68.63,23.26,0.0,0.0,0.3,0.667
19PW127,19,Pratt & Whitney Canada,,PW814GA,TALON X,TF,58.335499999999996,17.94,0.0,0.0,0.2,0.549
19PW127,19,Pratt & Whitney Canada,,PW814GA,TALON X,TF,20.589,11.46,1.76,0.02,0.2,0.194
19PW127,19,Pratt & Whitney Canada,,PW814GA,TALON X,TF,4.8041,6.25,13.88,0.05,0.2,0.07
19PW128,19,Pratt & Whitney Canada,,PW815GA,TALON X,TF,71.22,24.88,0.0,0.0,0.3,0.699
19PW128,19,Pratt & Whitney Canada,,PW815GA,TALON X,TF,60.537,18.89,0.0,0.0,0.2,0.573
19PW128,19,Pratt & Whitney Canada,,PW815GA,TALON X,TF,21.366,11.47,1.5,0.02,0.2,0.201
19PW128,19,Pratt & Whitney Canada,,PW815GA,TALON X,TF,4.9854,6.41,13.4,0.05,0.2,0.071
01P22PW141,22,Pratt & Whitney Canada,,PW814GA,TALON X,MTF,68.63158638,22.211592354288086,0.007552676999209022,0.045433809049359675,0.2692500219280394,0.6720777188661612
01P22PW141,22,Pratt & Whitney Canada,,PW814GA,TALON X,MTF,58.336848423,18.007366478443615,0.0,0.04295569656867253,0.23168511508100864,0.5556127489034169
01P22PW141,22,Pratt & Whitney Canada,,PW814GA,TALON X,MTF,20.589475914,11.197404847577666,2.480145059541534,0.027861998182776748,0.19145219079014714,0.19832881254951196
01P22PW141,22,Pratt & Whitney Canada,,PW814GA,TALON X,MTF,4.804211046600001,5.3405392274423855,16.66786996859458,0.07065914620898547,0.18306088244825044,0.06964075812112608
01P22PW142,22,Pratt & Whitney Canada,,PW815GA,TALON X,MTF,71.22045042,23.63357324460035,0.008791550235400791,0.08509577259181131,0.27208168559440593,0.7011399754771996
01P22PW142,22,Pratt & Whitney Canada,,PW815GA,TALON X,MTF,60.537382857000004,18.742024859266394,0.000294351440788887,0.04782989353252214,0.23193140946792226,0.5788557383054931
01P22PW142,22,Pratt & Whitney Canada,,PW815GA,TALON X,MTF,21.366135126,11.242610054186624,2.234759812727422,0.025951105804416397,0.1913399385144442,0.20438021114651037
01P22PW142,22,Pratt & Whitney Canada,,PW815GA,TALON X,MTF,4.9854315294000004,5.459790747584118,15.904965152469336,0.06376732934633499,0.18314449960595985,0.07094565889756811
15PW105,15,Pratt & Whitney,PW1100G Block-A,PW1127G Block-A,TALON X,TF,120.44,17.76,0.22,0.03,1.4,0.800416
15PW105,15,Pratt & Whitney,PW1100G Block-A,PW1127G Block-A,TALON X,TF,102.374,14.18,0.32,0.03,0.3,0.661263
15PW105,15,Pratt & Whitney,PW1100G Block-A,PW1127G Block-A,TALON X,TF,36.132,8.85,5.49,0.04,0.36,0.232194
15PW105,15,Pratt & Whitney,PW1100G Block-A,PW1127G Block-A,TALON X,TF,8.430800000000001,6.55,21.47,0.11,0.56,0.089743
15PW106,15,Pratt & Whitney,PW1100G Block-A,PW1130G Block-A,TALON X,TF,134.0,21.16,0.17,0.03,2.8,0.910084
15PW106,15,Pratt & Whitney,PW1100G Block-A,PW1130G Block-A,TALON X,TF,113.89999999999999,16.33,0.25,0.03,0.79,0.748352
15PW106,15,Pratt & Whitney,PW1100G Block-A,PW1130G Block-A,TALON X,TF,40.199999999999996,8.99,4.55,0.04,0.35,0.254698
15PW106,15,Pratt & Whitney,PW1100G Block-A,PW1130G Block-A,TALON X,TF,9.38,6.78,19.48,0.07,0.55,0.094272
15PW108,15,Pratt & Whitney,PW1100G Block-A,PW1133G Block-A,TALON X,TF,147.28,25.23,0.14,0.03,4.4,1.02297
15PW108,15,Pratt & Whitney,PW1100G Block-A,PW1133G Block-A,TALON X,TF,125.188,18.92,0.2,0.03,2.01,0.838543
15PW108,15,Pratt & Whitney,PW1100G Block-A,PW1133G Block-A,TALON X,TF,44.184,9.14,3.59,0.04,0.34,0.278342
15PW108,15,Pratt & Whitney,PW1100G Block-A,PW1133G Block-A,TALON X,TF,10.309600000000001,6.98,17.89,0.05,0.54,0.09878
01P18PW148,18,Pratt & Whitney,PW1100G Block-C,PW1122G Block-C,"TALON X, Block-C",TF,107.82,16.47,0.26,0.1,11.6,0.71
01P18PW148,18,Pratt & Whitney,PW1100G Block-C,PW1122G Block-C,"TALON X, Block-C",TF,91.64699999999999,13.85,0.38,0.1,7.9,0.6
01P18PW148,18,Pratt & Whitney,PW1100G Block-C,PW1122G Block-C,"TALON X, Block-C",TF,32.346,8.92,6.39,0.02,0.4,0.21
01P18PW148,18,Pratt & Whitney,PW1100G Block-C,PW1122G Block-C,"TALON X, Block-C",TF,7.5474000000000006,4.72,29.78,0.55,1.2,0.08
