uid,gsdb,manufacturer,engine,model,combustor,engine_type,thrust,einox,eico,eihc,smoke_number,fuel_flow
01P19RR108,19,Rolls-Royce plc,TRENT 1000 TEN 2018,TRENT 1000-D3 TEN 2018,Phase5 Tiled,TF,284.495,40.11,0.45,0.0,11.6,2.046
01P19RR108,19,Rolls-Royce plc,TRENT 1000 TEN 2018,TRENT 1000-D3 TEN 2018,Phase5 Tiled,TF,100.41,14.08,0.65,0.0,8.6,0.667
01P19RR108,19,Rolls-Royce plc,TRENT 1000 TEN 2018,TRENT 1000-D3 TEN 2018,Phase5 Tiled,TF,23.429000000000002,6.16,6.23,0.0,1.9,0.249
01P19RR109,19,Rolls-Royce plc,TRENT 1000 TEN 2018,TRENT 1000-G3 TEN 2018,Phase5 Tiled,TF,323.7,49.25,0.42,0.0,9.0,2.395
01P19RR109,19,Rolls-Royce plc,TRENT 1000 TEN 2018,TRENT 1000-G3 TEN 2018,Phase5 Tiled,TF,275.145,38.14,0.45,0.0,12.3,1.966
01P19RR109,19,Rolls-Royce plc,TRENT 1000 TEN 2018,TRENT 1000-G3 TEN 2018,Phase5 Tiled,TF,97.11,13.81,0.7,0.0,8.2,0.647
01P19RR109,19,Rolls-Royce plc,TRENT 1000 TEN 2018,TRENT 1000-G3 TEN 2018,Phase5 Tiled,TF,22.659000000000002,6.04,6.54,0.0,1.9,0.245
01P19RR110,19,Rolls-Royce plc,TRENT 1000 TEN 2018,TRENT 1000-H3 TEN 2018,Phase5 Tiled,TF,287.1,40.67,0.45,0.0,11.5,2.068
01P19RR110,19,Rolls-Royce plc,TRENT 1000 TEN 2018,TRENT 1000-H3 TEN 2018,Phase5 Tiled,TF,244.03500000000003,32.04,0.43,0.0,14.1,1.706
01P19RR110,19,Rolls-Royce plc,TRENT 1000 TEN 2018,TRENT 1000-H3 TEN 2018,Phase5 Tiled,TF,86.13000000000001,12.94,0.89,0.0,6.9,0.579
01P19RR110,19,Rolls-Royce plc,TRENT 1000 TEN 2018,TRENT 1000-H3 TEN 2018,Phase5 Tiled,TF,20.097000000000005,5.64,7.78,0.0,2.1,0.229
01P19RR111,19,Rolls-Royce plc,TRENT 1000 TEN 2018,TRENT 1000-J3 TEN 2018,Phase5 Tiled,TF,350.9,56.35,0.35,0.0,7.8,2.649
01P19RR111,19,Rolls-Royce plc,TRENT 1000 TEN 2018,TRENT 1000-J3 TEN 2018,Phase5 Tiled,TF,298.265,43.21,0.44,0.0,10.7,2.168
01P19RR111,19,Rolls-Royce plc,TRENT 1000 TEN 2018,TRENT 1000-J3 TEN 2018,Phase5 Tiled,TF,105.27,14.49,0.58,0.0,9.2,0.699
01P19RR111,19,Rolls-Royce plc,TRENT 1000 TEN 2018,TRENT 1000-J3 TEN 2018,Phase5 Tiled,TF,24.563000000000002,6.34,5.8,0.0,1.8,0.256
01P19RR112,19,Rolls-Royce plc,TRENT 1000 TEN 2018,TRENT 1000-K3 TEN 2018,Phase5 Tiled,TF,350.9,56.35,0.35,0.0,7.8,2.649
01P19RR112,19,Rolls-Royce plc,TRENT 1000 TEN 2018,TRENT 1000-K3 TEN 2018,Phase5 Tiled,TF,298.265,43.21,0.44,0.0,10.7,2.168
01P19RR112,19,Rolls-Royce plc,TRENT 1000 TEN 2018,TRENT 1000-K3 TEN 2018,Phase5 Tiled,TF,105.27,14.49,0.58,0.0,9.2,0.699
01P19RR112,19,Rolls-Royce plc,TRENT 1000 TEN 2018,TRENT 1000-K3 TEN 2018,Phase5 Tiled,TF,24.563000000000002,6.34,5.8,0.0,1.8,0.256
01P19RR113,19,Rolls-Royce plc,TRENT 1000 TEN 2018,TRENT 1000-L3 TEN 2018,Phase5 Tiled,TF,334.7,52.07,0.41,0.0,8.4,2.497
01P19RR113,19,Rolls-Royce plc,TRENT 1000 TEN 2018,TRENT 1000-L3 TEN 2018,Phase5 Tiled,TF,284.495,40.11,0.45,0.0,11.6,2.046
01P19RR113,19,Rolls-Royce plc,TRENT 1000 TEN 2018,TRENT 1000-L3 TEN 2018,Phase5 Tiled,TF,100.41,14.08,0.65,0.0,8.6,0.667
01P19RR113,19,Rolls-Royce plc,TRENT 1000 TEN 2018,TRENT 1000-L3 TEN 2018,Phase5 Tiled,TF,23.429000000000002,6.16,6.23,0.0,1.9,0.249
01P19RR114,19,Rolls-Royce plc,TRENT 1000 TEN 2018,TRENT 1000-M3 TEN 2018,Phase5 Tiled,TF,358.1,59.3,0.43,0.0,7.6,2.721
01P19RR114,19,Rolls-Royce plc,TRENT 1000 TEN 2018,TRENT 1000-M3 TEN 2018,Phase5 Tiled,TF,304.385,44.55,0.44,0.0,10.2,2.222
01P19RR114,19,Rolls-Royce plc,TRENT 1000 TEN 2018,TRENT 1000-M3 TEN 2018,Phase5 Tiled,TF,107.43,14.72,0.59,0.0,9.4,0.712
01P19RR114,19,Rolls-Royce plc,TRENT 1000 TEN 2018,TRENT 1000-M3 TEN 2018,Phase5 Tiled,TF,25.067000000000004,6.61,6.13,0.0,1.8,0.26
01P19RR115,19,Rolls-Royce plc,TRENT 1000 TEN 2018,TRENT 1000-N3 TEN 2018,Phase5 Tiled,TF,358.1,59.3,0.43,0.0,7.6,2.721
01P19RR115,19,Rolls-Royce plc,TRENT 1000 TEN 2018,TRENT 1000-N3 TEN 2018,Phase5 Tiled,TF,304.385,44.55,0.44,0.0,10.2,2.222
01P19RR115,19,Rolls-Royce plc,TRENT 1000 TEN 2018,TRENT 1000-N3 TEN 2018,Phase5 Tiled,TF,107.43,14.72,0.59,0.0,9.4,0.712
01P19RR115,19,Rolls-Royce plc,TRENT 1000 TEN 2018,TRENT 1000-N3 TEN 2018,Phase5 Tiled,TF,25.067000000000004,6.61,6.13,0.0,1.8,0.26
01P19RR116,19,Rolls-Royce plc,TRENT 1000 TEN 2018,TRENT 1000-P3 TEN 2018,Phase5 Tiled,TF,334.7,52.07,0.41,0.0,8.4,2.497
01P19RR116,19,Rolls-Royce plc,TRENT 1000 TEN 2018,TRENT 1000-P3 TEN 2018,Phase5 Tiled,TF,284.495,40.11,0.45,0.0,11.6,2.046
01P19RR116,19,Rolls-Royce plc,TRENT 1000 TEN 2018,TRENT 1000-P3 TEN 2018,Phase5 Tiled,TF,100.41,14.08,0.65,0.0,8.6,0.667
01P19RR116,19,Rolls-Royce plc,TRENT 1000 TEN 2018,TRENT 1000-P3 TEN 2018,Phase5 Tiled,TF,23.429000000000002,6.16,6.23,0.0,1.9,0.249
01P19RR117,19,Rolls-Royce plc,TRENT 1000 TEN 2018,TRENT 1000-Q3 TEN 2018,Phase5 Tiled,TF,350.9,56.35,0.35,0.0,7.8,2.649
01P19RR117,19,Rolls-Royce plc,TRENT 1000 TEN 2018,TRENT 1000-Q3 TEN 2018,Phase5 Tiled,TF,298.265,43.21,0.44,0.0,10.7,2.168
01P19RR117,19,Rolls-Royce plc,TRENT 1000 TEN 2018,TRENT 1000-Q3 TEN 2018,Phase5 Tiled,TF,105.27,14.49,0.58,0.0,9.2,0.699
01P19RR117,19,Rolls-Royce plc,TRENT 1000 TEN 2018,TRENT 1000-Q3 TEN 2018,Phase5 Tiled,TF,24.563000000000002,6.34,5.8,0.0,1.8,0.256
01P19RR118,19,Rolls-Royce plc,TRENT 1000 TEN 2018,TRENT 1000-R3 TEN 2018,Phase5 Tiled,TF,363.9,61.62,0.45,0.0,7.7,2.783
01P19RR118,19,Rolls-Royce plc,TRENT 1000 TEN 2018,TRENT 1000-R3 TEN 2018,Phase5 Tiled,TF,309.315,45.76,0.43,0.0,9.9,2.266
01P19RR118,19,Rolls-Royce plc,TRENT 1000 TEN 2018,TRENT 1000-R3 TEN 2018,Phase5 Tiled,TF,109.16999999999999,14.87,0.57,0.0,9.6,0.723
01P19RR118,19,Rolls-Royce plc,TRENT 1000 TEN 2018,TRENT 1000-R3 TEN 2018,Phase5 Tiled,TF,25.473000000000003,6.67,5.99,0.0,1.8,0.262
01P19RR119,19,Rolls-Royce plc,TRENT 7000 2018,TRENT 7000-72 2018,Phase5 Tiled,TF,327.9,56.8,0.41,0.0,8.3,2.478
01P19RR119,19,Rolls-Royce plc,TRENT 7000 2018,TRENT 7000-72 2018,Phase5 Tiled,TF,278.715,42.04,0.45,0.0,11.6,2.029
01P19RR119,19,Rolls-Royce plc,TRENT 7000 2018,TRENT 7000-72 2018,Phase5 Tiled,TF,98.36999999999999,14.12,0.63,0.0,8.8,0.67
01P19RR119,19,Rolls-Royce plc,TRENT 7000 2018,TRENT 7000-72 2018,Phase5 Tiled,TF,22.953,6.1,6.45,0.0,1.9,0.241
01P19RR120,19,Rolls-Royce plc,TRENT 7000 2018,TRENT 7000-72C 2018,Phase5 Tiled,TF,327.9,56.8,0.41,0.0,8.3,2.478
01P19RR120,19,Rolls-Royce plc,TRENT 7000 2018,TRENT 7000-72C 2018,Phase5 Tiled,TF,278.715,42.04,0.45,0.0,11.6,2.029
01P19RR120,19,Rolls-Royce plc,TRENT 7000 2018,TRENT 7000-72C 2018,Phase5 Tiled,TF,98.36999999999999,14.12,0.63,0.0,8.8,0.67
01P19RR120,19,Rolls-Royce plc,TRENT 7000 2018,TRENT 7000-72C 2018,Phase5 Tiled,TF,22.953,6.1,6.45,0.0,1.9,0.241
02P23RR126,23,Rolls-Royce plc,TRENT 1000 TEN 2021,TRENT 1000-AE3 TEN 2021,Phase5 Tiled,TF,310.86399447,48.254200921425166,0.4342115360001264,0.0,9.569253707743782,2.326860755793442
02P23RR126,23,Rolls-Royce plc,TRENT 1000 TEN 2021,TRENT 1000-AE3 TEN 2021,Phase5 Tiled,TF,264.2343952995,36.91570289981175,0.40830249635505167,0.0,12.650646344421451,1.9080697430624856
02P23RR126,23,Rolls-Royce plc,TRENT 1000 TEN 2021,TRENT 1000-AE3 TEN 2021,Phase5 Tiled,TF,93.259198341,13.655427117763287,0.7062594553052051,0.0,8.494147372361516,0.6425063251585069
02P23RR126,23,Rolls-Royce plc,TRENT 1000 TEN 2021,TRENT 1000-AE3 TEN 2021,Phase5 Tiled,TF,21.760479612900003,5.529188126376023,7.401245627321215,0.0,2.0297898096663527,0.24369374136905658
02P23RR127,23,Rolls-Royce plc,TRENT 1000 TEN 2021,TRENT 1000-CE3 TEN 2021,Phase5 Tiled,TF,334.679775058,55.28331841033043,0.42059005653277703,0.0,8.22157818237934,2.556194371364924
02P23RR127,23,Rolls-Royce plc,TRENT 1000 TEN 2021,TRENT 1000-CE3 TEN 2021,Phase5 Tiled,TF,284.4778087993,41.46237857978179,0.42494007671319883,0.0,11.365021710945763,2.089633292005604
02P23RR127,23,Rolls-Royce plc,TRENT 1000 TEN 2021,TRENT 1000-CE3 TEN 2021,Phase5 Tiled,TF,100.40393251740001,14.261161128375296,0.608564269031937,0.0,9.263087309743545,0.6873708508472183
02P23RR127,23,Rolls-Royce plc,TRENT 1000 TEN 2021,TRENT 1000-CE3 TEN 2021,Phase5 Tiled,TF,23.427584254060005,5.791202014305627,6.512822406327008,0.0,1.9014738476822561,0.2556397230034171
02P23RR128,23,Rolls-Royce plc,TRENT 1000 TEN 2021,TRENT 1000-D3 TEN 2021,Phase5 Tiled,TF,334.679775058,55.28331841033043,0.42059005653277703,0.0,8.22157818237934,2.556194371364924
02P23RR128,23,Rolls-Royce plc,TRENT 1000 TEN 2021,TRENT 1000-D3 TEN 2021,Phase5 Tiled,TF,284.4778087993,41.46237857978179,0.42494007671319883,0.0,11.365021710945763,2.089633292005604
02P23RR128,23,Rolls-Royce plc,TRENT 1000 TEN 2021,TRENT 1000-D3 TEN 2021,Phase5 Tiled,TF,100.40393251740001,14.261161128375296,0.608564269031937,0.0,9.263087309743545,0.6873708508472183
02P23RR128,23,Rolls-Royce plc,TRENT 1000 TEN 2021,TRENT 1000-D3 TEN 2021,Phase5 Tiled,TF,23.427584254060005,5.791202014305627,6.512822406327008,0.0,1.9014738476822561,0.2556397230034171
02P23RR129,23,Rolls-Royce plc,TRENT 1000 TEN 2021,TRENT 1000-G3 TEN 2021,Phase5 Tiled,TF,323.728252494,51.92658683309725,0.43261473178991516,0.0,8.785774974557675,2.449242492969246
02P23RR129,23,Rolls-Royce plc,TRENT 1000 TEN 2021,TRENT 1000-G3 TEN 2021,Phase5 Tiled,TF,275.1690146199,39.30346006445727,0.4180353172770465,0.0,11.971517266863481,2.005474664086204
02P23RR129,23,Rolls-Royce plc,TRENT 1000 TEN 2021,TRENT 1000-G3 TEN 2021,Phase5 Tiled,TF,97.1184757482,13.98195892457627,0.6511195738708666,0.0,8.913614835002287,0.6666313868981019
02P23RR129,23,Rolls-Royce plc,TRENT 1000 TEN 2021,TRENT 1000-G3 TEN 2021,Phase5 Tiled,TF,22.660977674580003,5.670429894170682,6.897061912381287,0.0,1.9567003072302718,0.25017387885935466
02P23RR130,23,Rolls-Royce plc,TRENT 1000 TEN 2021,TRENT 1000-H3 TEN 2021,Phase5 Tiled,TF,287.137178322,42.13756529401125,0.4269822202314355,0.0,11.142175890753506,2.1075239146431204
02P23RR130,23,Rolls-Royce plc,TRENT 1000 TEN 2021,TRENT 1000-H3 TEN 2021,Phase5 Tiled,TF,244.0666015737,32.82603270911774,0.38495536989303214,0.0,13.777700566835847,1.7322996361143872
02P23RR130,23,Rolls-Royce plc,TRENT 1000 TEN 2021,TRENT 1000-H3 TEN 2021,Phase5 Tiled,TF,86.1411534966,13.042217232243729,0.8261989320695267,0.0,7.690830926213594,0.598325974981604
02P23RR130,23,Rolls-Royce plc,TRENT 1000 TEN 2021,TRENT 1000-H3 TEN 2021,Phase5 Tiled,TF,20.099602482540003,5.291525340983501,8.392809681882952,0.0,2.1653041429494304,0.23230971604826273
02P23RR131,23,Rolls-Royce plc,TRENT 1000 TEN 2021,TRENT 1000-J3 TEN 2021,Phase5 Tiled,TF,350.902440692,60.67963514191126,0.37289541775891766,0.0,7.682235765538482,2.7209244307357343
02P23RR131,23,Rolls-Royce plc,TRENT 1000 TEN 2021,TRENT 1000-J3 TEN 2021,Phase5 Tiled,TF,298.2670745882,44.91554168756377,0.43223655388332216,0.0,10.43880126141408,2.2168924571854807
02P23RR131,23,Rolls-Royce plc,TRENT 1000 TEN 2021,TRENT 1000-J3 TEN 2021,Phase5 Tiled,TF,105.2707322076,14.682443510059553,0.5518552052943103,0.0,9.76999195073515,0.718595966010463
02P23RR131,23,Rolls-Royce plc,TRENT 1000 TEN 2021,TRENT 1000-J3 TEN 2021,Phase5 Tiled,TF,24.563170848440006,5.9678564323562355,6.014260914110607,0.0,1.8311511494341375,0.2635915308395577
02P23RR132,23,Rolls-Royce plc,TRENT 1000 TEN 2021,TRENT 1000-K3 TEN 2021,Phase5 Tiled,TF,350.902440692,60.67963514191126,0.37289541775891766,0.0,7.682235765538482,2.7209244307357343
02P23RR132,23,Rolls-Royce plc,TRENT 1000 TEN 2021,TRENT 1000-K3 TEN 2021,Phase5 Tiled,TF,298.2670745882,44.91554168756377,0.43223655388332216,0.0,10.43880126141408,2.2168924571854807
02P23RR132,23,Rolls-Royce plc,TRENT 1000 TEN 2021,TRENT 1000-K3 TEN 2021,Phase5 Tiled,TF,105.2707322076,14.682443510059553,0.5518552052943103,0.0,9.76999195073515,0.718595966010463
02P23RR132,23,Rolls-Royce plc,TRENT 1000 TEN 2021,TRENT 1000-K3 TEN 2021,Phase5 Tiled,TF,24.563170848440006,5.9678564323562355,6.014260914110607,0.0,1.8311511494341375,0.2635915308395577
02P23RR133,23,Rolls-Royce plc,TRENT 1000 TEN 2021,TRENT 1000-L3 TEN 2021,Phase5 Tiled,TF,334.679775058,55.28331841033043,0.42059005653277703,0.0,8.22157818237934,2.556194371364924
02P23RR133,23,Rolls-Royce plc,TRENT 1000 TEN 2021,TRENT 1000-L3 TEN 2021,Phase5 Tiled,TF,284.4778087993,41.46237857978179,0.42494007671319883,0.0,11.365021710945763,2.089633292005604
02P23RR133,23,Rolls-Royce plc,TRENT 1000 TEN 2021,TRENT 1000-L3 TEN 2021,Phase5 Tiled,TF,100.40393251740001,14.261161128375296,0.608564269031937,0.0,9.263087309743545,0.6873708508472183
02P23RR133,23,Rolls-Royce plc,TRENT 1000 TEN 2021,TRENT 1000-L3 TEN 2021,Phase5 Tiled,TF,23.427584254060005,5.791202014305627,6.512822406327008,0.0,1.9014738476822561,0.2556397230034171
02P23RR134,23,Rolls-Royce plc,TRENT 1000 TEN 2021,TRENT 1000-M3 TEN 2021,Phase5 Tiled,TF,358.055181668,64.41415318382809,0.43696992394340595,0.0,7.646836073389852,2.8016659610712953
02P23RR134,23,Rolls-Royce plc,TRENT 1000 TEN 2021,TRENT 1000-M3 TEN 2021,Phase5 Tiled,TF,304.3469044178,46.585126545643796,0.4305304522149911,0.0,10.041457169805048,2.273884403318314
02P23RR134,23,Rolls-Royce plc,TRENT 1000 TEN 2021,TRENT 1000-M3 TEN 2021,Phase5 Tiled,TF,107.4165545004,14.738599660943677,0.5439976878773802,0.0,9.987116646960606,0.7324042154283469
02P23RR134,23,Rolls-Royce plc,TRENT 1000 TEN 2021,TRENT 1000-M3 TEN 2021,Phase5 Tiled,TF,25.063862716760003,6.17307685560736,6.075384291965636,0.0,1.8045440114002407,0.26704138820849327
02P23RR135,23,Rolls-Royce plc,TRENT 1000 TEN 2021,TRENT 1000-N3 TEN 2021,Phase5 Tiled,TF,358.055181668,64.41415318382809,0.43696992394340595,0.0,7.646836073389852,2.8016659610712953
02P23RR135,23,Rolls-Royce plc,TRENT 1000 TEN 2021,TRENT 1000-N3 TEN 2021,Phase5 Tiled,TF,304.3469044178,46.585126545643796,0.4305304522149911,0.0,10.041457169805048,2.273884403318314
02P23RR135,23,Rolls-Royce plc,TRENT 1000 TEN 2021,TRENT 1000-N3 TEN 2021,Phase5 Tiled,TF,107.4165545004,14.738599660943677,0.5439976878773802,0.0,9.987116646960606,0.7324042154283469
02P23RR135,23,Rolls-Royce plc,TRENT 1000 TEN 2021,TRENT 1000-N3 TEN 2021,Phase5 Tiled,TF,25.063862716760003,6.17307685560736,6.075384291965636,0.0,1.8045440114002407,0.26704138820849327
02P23RR136,23,Rolls-Royce plc,TRENT 1000 TEN 2021,TRENT 1000-P3 TEN 2021,Phase5 Tiled,TF,334.679775058,55.28331841033043,0.42059005653277703,0.0,8.22157818237934,2.556194371364924
02P23RR136,23,Rolls-Royce plc,TRENT 1000 TEN 2021,TRENT 1000-P3 TEN 2021,Phase5 Tiled,TF,284.4778087993,41.46237857978179,0.42494007671319883,0.0,11.365021710945763,2.089633292005604
02P23RR136,23,Rolls-Royce plc,TRENT 1000 TEN 2021,TRENT 1000-P3 TEN 2021,Phase5 Tiled,TF,100.40393251740001,14.261161128375296,0.608564269031937,0.0,9.263087309743545,0.6873708508472183
02P23RR136,23,Rolls-Royce plc,TRENT 1000 TEN 2021,TRENT 1000-P3 TEN 2021,Phase5 Tiled,TF,23.427584254060005,5.791202014305627,6.512822406327008,0.0,1.9014738476822561,0.2556397230034171
02P23RR137,23,Rolls-Royce plc,TRENT 1000 TEN 2021,TRENT 1000-Q3 TEN 2021,Phase5 Tiled,TF,350.902440692,60.67963514191126,0.37289541775891766,0.0,7.682235765538482,2.7209244307357343
02P23RR137,23,Rolls-Royce plc,TRENT 1000 TEN 2021,TRENT 1000-Q3 TEN 2021,Phase5 Tiled,TF,298.2670745882,44.91554168756377,0.43223655388332216,0.0,10.43880126141408,2.2168924571854807
02P23RR137,23,Rolls-Royce plc,TRENT 1000 TEN 2021,TRENT 1000-Q3 TEN 2021,Phase5 Tiled,TF,105.2707322076,14.682443510059553,0.5518552052943103,0.0,9.76999195073515,0.718595966010463
02P23RR137,23,Rolls-Royce plc,TRENT 1000 TEN 2021,TRENT 1000-Q3 TEN 2021,Phase5 Tiled,TF,24.563170848440006,5.9678564323562355,6.014260914110607,0.0,1.8311511494341375,0.2635915308395577
02P23RR138,23,Rolls-Royce plc,TRENT 1000 TEN 2021,TRENT 1000-R3 TEN 2021,Phase5 Tiled,TF,363.873456044,67.28656442171815,0.43400525201778795,0.0,7.804810150216428,2.8719394800770104
02P23RR138,23,Rolls-Royce plc,TRENT 1000 TEN 2021,TRENT 1000-R3 TEN 2021,Phase5 Tiled,TF,309.2924376374,47.892471407345504,0.43133960062900206,0.0,9.746522765978929,2.32192410817785
02P23RR138,23,Rolls-Royce plc,TRENT 1000 TEN 2021,TRENT 1000-R3 TEN 2021,Phase5 Tiled,TF,109.1620368132,14.888231828808129,0.5250447413689429,0.0,10.154019607867363,0.743517342526233
02P23RR138,23,Rolls-Royce plc,TRENT 1000 TEN 2021,TRENT 1000-R3 TEN 2021,Phase5 Tiled,TF,25.471141923080005,6.236423569968839,5.91506955137621,0.0,1.784182904112792,0.2698952694870322
02P23RR139,23,Rolls-Royce plc,TRENT 7000 2021,TRENT 7000-68 2021,Phase5 Tiled,TF,308.737744354,46.39968766439637,0.4254156791501584,0.0,10.12148023061228,2.28795574531031
02P23RR139,23,Rolls-Royce plc,TRENT 7000 2021,TRENT 7000-68 2021,Phase5 Tiled,TF,262.4270827009,35.77378813155657,0.3927513058562665,0.0,13.070531362981356,1.8757081052748297
02P23RR139,23,Rolls-Royce plc,TRENT 7000 2021,TRENT 7000-68 2021,Phase5 Tiled,TF,92.62132330619998,13.567934309967537,0.7346222233957276,0.0,8.167697617905812,0.6277764850262582
02P23RR139,23,Rolls-Royce plc,TRENT 7000 2021,TRENT 7000-68 2021,Phase5 Tiled,TF,21.61164210478,5.331946251883421,8.29430600796597,0.0,2.1773334402893547,0.24537637717096578
02P23RR140,23,Rolls-Royce plc,TRENT 7000 2021,TRENT 7000-70 2021,Phase5 Tiled,TF,317.772083236,48.872280862070774,0.4261024984818596,0.0,9.5174818871886,2.37296753505297
02P23RR140,23,Rolls-Royce plc,TRENT 7000 2021,TRENT 7000-70 2021,Phase5 Tiled,TF,270.1062707506,37.35212800171736,0.4002536913204241,0.0,12.624652090780122,1.9429433066719084
02P23RR140,23,Rolls-Royce plc,TRENT 7000 2021,TRENT 7000-70 2021,Phase5 Tiled,TF,95.33162497080001,13.806145088587858,0.6914940745410247,0.0,8.483994023517072,0.6446083870089812
02P23RR140,23,Rolls-Royce plc,TRENT 7000 2021,TRENT 7000-70 2021,Phase5 Tiled,TF,22.244045826520004,5.419286911216408,7.904710490002375,0.0,2.1220302304043597,0.24971651949963208
02P23RR141,23,Rolls-Royce plc,TRENT 7000 2021,TRENT 7000-72 2021,Phase5 Tiled,TF,327.918477618,52.73627594773288,0.42329287549682454,0.0,8.702375514523737,2.5020034851371373
02P23RR141,23,Rolls-Royce plc,TRENT 7000 2021,TRENT 7000-72 2021,Phase5 Tiled,TF,278.7307059753,39.72747991280758,0.4097758574510423,0.0,11.946274836040379,2.0395062923987215
02P23RR141,23,Rolls-Royce plc,TRENT 7000 2021,TRENT 7000-72 2021,Phase5 Tiled,TF,98.3755432854,14.177504381930062,0.630882902072282,0.0,8.960630057565544,0.6708047113610933
02P23RR141,23,Rolls-Royce plc,TRENT 7000 2021,TRENT 7000-72 2021,Phase5 Tiled,TF,22.954293433260002,5.608401582255159,7.156089977237805,0.0,2.010804088395465,0.2588732070317618
02P23RR142,23,Rolls-Royce plc,TRENT 7000 2021,TRENT 7000-72C 2021,Phase5 Tiled,TF,327.918477618,52.73627594773288,0.42329287549682454,0.0,8.702375514523737,2.5020034851371373
02P23RR142,23,Rolls-Royce plc,TRENT 7000 2021,TRENT 7000-72C 2021,Phase5 Tiled,TF,278.7307059753,39.72747991280758,0.4097758574510423,0.0,11.946274836040379,2.0395062923987215
02P23RR142,23,Rolls-Royce plc,TRENT 7000 2021,TRENT 7000-72C 2021,Phase5 Tiled,TF,98.3755432854,14.177504381930062,0.630882902072282,0.0,8.960630057565544,0.6708047113610933
02P23RR142,23,Rolls-Royce plc,TRENT 7000 2021,TRENT 7000-72C 2021,Phase5 Tiled,TF,22.954293433260002,5.608401582255159,7.156089977237805,0.0,2.010804088395465,0.2588732070317618
02P23RR143,23,Rolls-Royce plc,TRENT 7000 2021,TRENT 7000-72D 2021,Phase5 Tiled,TF,327.918477618,52.73627594773288,0.42329287549682454,0.0,8.702375514523737,2.5020034851371373
02P23RR143,23,Rolls-Royce plc,TRENT 7000 2021,TRENT 7000-72D 2021,Phase5 Tiled,TF,278.7307059753,39.72747991280758,0.4097758574510423,0.0,11.946274836040379,2.0395062923987215
02P23RR143,23,Rolls-Royce plc,TRENT 7000 2021,TRENT 7000-72D 2021,Phase5 Tiled,TF,98.3755432854,14.177504381930062,0.630882902072282,0.0,8.960630057565544,0.6708047113610933
02P23RR143,23,Rolls-Royce plc,TRENT 7000 2021,TRENT 7000-72D 2021,Phase5 Tiled,TF,22.954293433260002,5.608401582255159,7.156089977237805,0.0,2.010804088395465,0.2588732070317618
14RR072,14,Rolls-Royce plc,,Trent XWB-75,Phase5 Tiled,TF,334.0,36.59,0.37,0.0,6.2,2.411
14RR072,14,Rolls-Royce plc,,Trent XWB-75,Phase5 Tiled,TF,283.9,28.5,0.45,0.0,7.5,1.98
14RR072,14,Rolls-Royce plc,,Trent XWB-75,Phase5 Tiled,TF,100.2,10.51,1.54,0.0,5.6,0.715
14RR072,14,Rolls-Royce plc,,Trent XWB-75,Phase5 Tiled,TF,23.380000000000003,4.38,24.36,1.3,1.3,0.27
14RR073,14,Rolls-Royce plc,,Trent XWB-79,Phase5 Tiled,TF,355.2,40.55,0.37,0.0,6.0,2.601
14RR073,14,Rolls-Royce plc,,Trent XWB-79,Phase5 Tiled,TF,301.91999999999996,31.15,0.42,0.0,6.9,2.129
14RR073,14,Rolls-Royce plc,,Trent XWB-79,Phase5 Tiled,TF,106.55999999999999,10.95,1.36,0.0,6.1,0.755
14RR073,14,Rolls-Royce plc,,Trent XWB-79,Phase5 Tiled,TF,24.864,4.55,22.51,1.11,1.3,0.28
14RR074,14,Rolls-Royce plc,,Trent XWB-79B,Phase5 Tiled,TF,355.2,40.55,0.37,0.0,6.0,2.601
14RR074,14,Rolls-Royce plc,,Trent XWB-79B,Phase5 Tiled,TF,301.91999999999996,31.15,0.42,0.0,6.9,2.129
14RR074,14,Rolls-Royce plc,,Trent XWB-79B,Phase5 Tiled,TF,106.55999999999999,10.95,1.36,0.0,6.1,0.755
14RR074,14,Rolls-Royce plc,,Trent XWB-79B,Phase5 Tiled,TF,24.864,4.55,22.51,1.11,1.3,0.28
14RR075,14,Rolls-Royce plc,,Trent XWB-84,Phase5 Tiled,TF,379.0,45.48,0.39,0.0,5.8,2.819
14RR075,14,Rolls-Royce plc,,Trent XWB-84,Phase5 Tiled,TF,322.15,34.53,0.39,0.0,6.4,2.306
14RR075,14,Rolls-Royce plc,,Trent XWB-84,Phase5 Tiled,TF,113.7,11.46,1.2,0.0,6.6,0.801
14RR075,14,Rolls-Royce plc,,Trent XWB-84,Phase5 Tiled,TF,26.53,4.73,20.66,0.94,1.2,0.291
18RR076,18,Rolls-Royce plc,,Trent XWB-75,Phase5 Tiled,TF,334.0,36.23,0.39,0.0,6.2,2.411
18RR076,18,Rolls-Royce plc,,Trent XWB-75,Phase5 Tiled,TF,283.9,28.29,0.41,0.0,7.6,1.98
18RR076,18,Rolls-Royce plc,,Trent XWB-75,Phase5 Tiled,TF,100.2,10.13,1.56,0.01,6.0,0.715
18RR076,18,Rolls-Royce plc,,Trent XWB-75,Phase5 Tiled,TF,23.380000000000003,4.06,25.26,1.42,1.7,0.27
18RR077,18,Rolls-Royce plc,,Trent XWB-79B,Phase5 Tiled,TF,355.2,40.2,0.39,0.0,5.8,2.601
18RR077,18,Rolls-Royce plc,,Trent XWB-79B,Phase5 Tiled,TF,301.91999999999996,30.88,0.4,0.0,7.0,2.129
18RR077,18,Rolls-Royce plc,,Trent XWB-79B,Phase5 Tiled,TF,106.55999999999999,10.59,1.36,0.01,6.5,0.755
